"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"777";"26001012037P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"778";"26001012038P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"779";"26001012082P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"780";"26001012170P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";16;1;0;0;0,0625;0;0;0,0208333333333333
"781";"26004011001P9";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"782";"26006014001P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";11;3;0;0;0,272727272727273;0;0;0,0909090909090909
"783";"26006014002P8";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";12;1;0;0;0,0833333333333333;0;0;0,0277777777777778
"784";"26013002001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"785";"26017008001P4";"DIREITO";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"786";"27001016001P2";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"787";"27001016003P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";29;0;1;0;0;0,0344827586206897;0;0,0114942528735632
"788";"27001016007P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";22;0;1;0;0;0,0454545454545455;0;0,0151515151515152
"789";"27001016008P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";26;6;4;0;0,230769230769231;0,153846153846154;0;0,128205128205128
"790";"27001016009P3";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";35;64;18;0;1;0,514285714285714;0;0,504761904761905
"791";"27001016010P1";"QUÍMICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";19;18;0;14;0,947368421052632;0;0,736842105263158;0,56140350877193
"792";"27001016011P8";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"793";"27001016013P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"3";8;0;0;0;0;0;0;0
"794";"27001016014P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";10;15;0;3;1;0;0,3;0,433333333333333
"795";"27001016015P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";14;3;3;0;0,214285714285714;0,214285714285714;0;0,142857142857143
"796";"27001016016P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";10;12;2;0;1;0,2;0;0,4
"797";"27001016017P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";17;3;0;0;0,176470588235294;0;0;0,0588235294117647
"798";"27001016019P9";"FARMÁCIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";14;47;4;0;1;0,285714285714286;0;0,428571428571429
"799";"27001016021P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";29;0;0;2;0;0;0,0689655172413793;0,0229885057471264
"800";"27001016022P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"801";"27001016025P9";"ENSINO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";20;1;0;0;0,05;0;0;0,0166666666666667
"802";"27001016026P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"803";"27001016027P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";9;1;2;16;0,111111111111111;0,222222222222222;1;0,444444444444444
"804";"27001016028P8";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";17;14;0;0;0,823529411764706;0;0;0,274509803921569
"805";"27001016029P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";16;0;1;50;0;0,0625;1;0,354166666666667
"806";"27001016030P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";15;1;0;0;0,0666666666666667;0;0;0,0222222222222222
"807";"27001016031P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";17;11;1;0;0,647058823529412;0,0588235294117647;0;0,235294117647059
"808";"27001016032P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";31;0;0;0;0;0;0;0
"809";"27001016033P1";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"810";"27001016034P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;1;0;0;0,0666666666666667;0,0222222222222222
"811";"27001016035P4";"DIREITO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"812";"27001016036P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";8;0;0;0;0;0;0;0
"813";"27001016037P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"814";"27001016038P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"815";"27001016039P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"816";"27001016040P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"817";"27001016041P4";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"818";"27001016042P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";12;2;0;0;0,166666666666667;0;0;0,0555555555555556
"819";"27001016043P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"820";"27001016044P3";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"821";"27001016045P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";15;16;0;8;1;0;0,533333333333333;0,511111111111111
"822";"27001016046P6";"TEOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"823";"27001016047P2";"MEDICINA I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";12;3;0;0;0,25;0;0;0,0833333333333333
"824";"27001016048P9";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"825";"27001016049P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";14;6;0;0;0,428571428571429;0;0;0,142857142857143
"826";"27001016170P9";"ECONOMIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"827";"27001016171P5";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";17;6;0;0;0,352941176470588;0;0;0,117647058823529
"828";"27001016172P1";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";13;1;0;0;0,0769230769230769;0;0;0,0256410256410256
"829";"27001016173P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"830";"27001016174P4";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"831";"27001016175P0";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"832";"27001016176P7";NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"833";"27001016177P3";NA;NA;NA;NA;NA;NA;23;0;0;0;0;0;0;0
"834";"27002012001P9";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";13;17;1;0;1;0,0769230769230769;0;0,358974358974359
"835";"27002012002P5";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";15;25;4;0;1;0,266666666666667;0;0,422222222222222
"836";"27002012003P1";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";11;0;0;0;0;0;0;0
"837";"27002012004P8";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";13;32;1;0;1;0,0769230769230769;0;0,358974358974359
"838";"27002012005P4";"DIREITO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"839";"27011003001P9";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"840";"28001010001P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";34;0;0;1;0;0;0,0294117647058824;0,00980392156862745
"841";"28001010002P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";22;6;2;3;0,272727272727273;0,0909090909090909;0,136363636363636;0,166666666666667
"842";"28001010003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";24;0;0;3;0;0;0,125;0,0416666666666667
"843";"28001010004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";36;13;1;0;0,361111111111111;0,0277777777777778;0;0,12962962962963
"844";"28001010005P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";23;4;0;3;0,173913043478261;0;0,130434782608696;0,101449275362319
"845";"28001010007P7";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";13;0;0;1;0;0;0,0769230769230769;0,0256410256410256
"846";"28001010010P8";"ECONOMIA";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"847";"28001010011P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";22;5;0;0;0,227272727272727;0;0;0,0757575757575758
"848";"28001010012P0";"MEDICINA I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";21;1;1;0;0,0476190476190476;0,0476190476190476;0;0,0317460317460317
"849";"28001010013P7";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";36;0;0;0;0;0;0;0
"850";"28001010014P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";24;0;0;0;0;0;0;0
"851";"28001010015P0";"DIREITO";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";31;0;0;0;0;0;0;0
"852";"28001010019P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";31;0;0;0;0;0;0;0
"853";"28001010020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";25;0;1;2;0;0,04;0,08;0,04
"854";"28001010021P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";11;10;1;0;0,909090909090909;0,0909090909090909;0;0,333333333333333
"855";"28001010022P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";28;0;0;0;0;0;0;0
"856";"28001010023P2";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";31;0;0;0;0;0;0;0
"857";"28001010024P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";22;0;1;4;0;0,0454545454545455;0,181818181818182;0,0757575757575758
"858";"28001010025P5";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";18;5;0;0;0,277777777777778;0;0;0,0925925925925926
"859";"28001010026P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"3";14;0;0;6;0;0;0,428571428571429;0,142857142857143
"860";"28001010029P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"861";"28001010030P9";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";20;0;0;0;0;0;0;0
"862";"28001010032P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";20;0;0;2;0;0;0,1;0,0333333333333333
"863";"28001010035P0";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";23;0;0;1;0;0;0,0434782608695652;0,0144927536231884
"864";"28001010036P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";17;10;1;0;0,588235294117647;0,0588235294117647;0;0,215686274509804
"865";"28001010037P3";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"866";"28001010038P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";16;1;1;0;0,0625;0,0625;0;0,0416666666666667
"867";"28001010039P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"6";30;3;0;0;0,1;0;0;0,0333333333333333
"868";"28001010040P4";"ENSINO";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";29;0;0;0;0;0;0;0
"869";"28001010041P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"870";"28001010042P7";"FILOSOFIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";22;0;0;0;0;0;0;0
"871";"28001010044P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";19;0;0;0;0;0;0;0
"872";"28001010045P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";11;9;2;8;0,818181818181818;0,181818181818182;0,727272727272727;0,575757575757576
"873";"28001010047P9";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";18;2;3;0;0,111111111111111;0,166666666666667;0;0,0925925925925926
"874";"28001010048P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"875";"28001010049P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";28;0;0;0;0;0;0;0
"876";"28001010051P6";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2001;"PROFISSIONAL";"5";39;0;0;0;0;0;0;0
"877";"28001010052P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1998;"PROFISSIONAL";"4";21;0;0;2;0;0;0,0952380952380952;0,0317460317460317
"878";"28001010053P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";19;20;0;0;1;0;0;0,333333333333333
"879";"28001010054P5";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"880";"28001010055P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"4";20;0;7;4;0;0,35;0,2;0,183333333333333
"881";"28001010056P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"882";"28001010057P4";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";15;11;5;0;0,733333333333333;0,333333333333333;0;0,355555555555556
"883";"28001010058P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"884";"28001010059P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";12;15;1;0;1;0,0833333333333333;0;0,361111111111111
"885";"28001010060P5";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";14;0;1;4;0;0,0714285714285714;0,285714285714286;0,119047619047619
"886";"28001010061P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";6;0;1;14;0;0,166666666666667;1;0,388888888888889
"887";"28001010062P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";19;23;1;3;1;0,0526315789473684;0,157894736842105;0,403508771929825
"888";"28001010063P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";8;0;0;1;0;0;0,125;0,0416666666666667
"889";"28001010064P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";23;6;3;16;0,260869565217391;0,130434782608696;0,695652173913043;0,36231884057971
"890";"28001010065P7";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";24;0;0;0;0;0;0;0
"891";"28001010067P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";15;4;2;0;0,266666666666667;0,133333333333333;0;0,133333333333333
"892";"28001010071P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"5";18;11;0;4;0,611111111111111;0;0,222222222222222;0,277777777777778
"893";"28001010072P3";"MEDICINA I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";21;0;0;0;0;0;0;0
"894";"28001010073P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";21;9;3;0;0,428571428571429;0,142857142857143;0;0,19047619047619
"895";"28001010075P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";26;1;3;0;0,0384615384615385;0,115384615384615;0;0,0512820512820513
"896";"28001010076P9";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";15;1;0;0;0,0666666666666667;0;0;0,0222222222222222
"897";"28001010077P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";20;0;0;0;0;0;0;0
"898";"28001010078P1";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";36;0;0;0;0;0;0;0
"899";"28001010079P8";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";34;0;2;0;0;0,0588235294117647;0;0,0196078431372549
"900";"28001010080P6";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";19;43;1;0;1;0,0526315789473684;0;0,350877192982456
"901";"28001010081P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";25;0;0;2;0;0;0,08;0,0266666666666667
"902";"28001010082P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";20;0;0;1;0;0;0,05;0,0166666666666667
"903";"28001010083P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"904";"28001010084P1";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";11;8;0;0;0,727272727272727;0;0;0,242424242424242
"905";"28001010085P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";22;2;0;3;0,0909090909090909;0;0,136363636363636;0,0757575757575758
"906";"28001010087P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;2;0;0;0,166666666666667;0;0;0,0555555555555556
"907";"28001010088P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";22;0;0;0;0;0;0;0
"908";"28001010089P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;7;2;0;0,5;0,142857142857143;0;0,214285714285714
"909";"28001010091P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";17;0;0;0;0;0;0;0
"910";"28001010092P4";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";16;0;0;0;0;0;0;0
"911";"28001010093P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"912";"28001010094P7";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"913";"28001010095P3";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";29;3;2;10;0,103448275862069;0,0689655172413793;0,344827586206897;0,172413793103448
"914";"28001010170P5";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"915";"28001010171P1";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";16;1;0;0;0,0625;0;0;0,0208333333333333
"916";"28001010172P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"917";"28002016002P8";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"5";20;6;0;0;0,3;0;0;0,1
"918";"28002016003P4";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"919";"28002016004P0";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"920";"28002016005P7";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";20;1;0;5;0,05;0;0,25;0,1
"921";"28002016006P3";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";17;25;0;0;1;0;0;0,333333333333333
"922";"28002016007P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"923";"28002016008P6";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";14;0;3;0;0;0,214285714285714;0;0,0714285714285714
"924";"28002016009P2";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"925";"28002016010P0";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";15;7;0;0;0,466666666666667;0;0;0,155555555555556
"926";"28002016011P7";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"927";"28002016012P3";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"928";"28002016013P0";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";20;0;1;0;0;0,05;0;0,0166666666666667
"929";"28002016014P6";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";23;1;1;0;0,0434782608695652;0,0434782608695652;0;0,0289855072463768
"930";"28002016015P2";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"931";"28002016016P9";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"932";"28002016017P5";"ENSINO";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
"933";"28002016018P1";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";10;6;0;0;0,6;0;0;0,2
"934";"28002016019P8";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";18;0;0;1;0;0;0,0555555555555556;0,0185185185185185
"935";"28003012002P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";10;0;0;1;0;0;0,1;0,0333333333333333
"936";"28003012003P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"937";"28003012004P7";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";12;0;0;0;0;0;0;0
"938";"28003012005P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"3";9;0;0;0;0;0;0;0
"939";"28005015001P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";30;0;7;17;0;0,233333333333333;0,566666666666667;0,266666666666667
"940";"28005015003P3";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"941";"28005015004P0";"QUÍMICA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";11;1;0;0;0,0909090909090909;0;0;0,0303030303030303
"942";"28005015005P6";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
