"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"1";"10001018002P1";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";0,533333333333333;0,275862068965517;0,450100761307658;0,615740740740741;0,468759226086812
"2";"10001018004P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,822222222222222;0,609756097560976;0,475490196078431;0,524652777777778;0,608030323409852
"3";"10001018005P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,333333333333333;0,547619047619048;0,544642857142857;0,500980392156863;0,481643907563025
"4";"10001018006P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,666666666666667;0,458333333333333;0,805555555555556;0,43525641025641;0,591452991452991
"5";"10001018009P6";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,433333333333333;0,403846153846154;0,553571428571429;0,425555555555556;0,454076617826618
"6";"10001018010P4";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,466666666666667;0,424657534246575;0,6;0,44047619047619;0,482950097847358
"7";"10001018011P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,636363636363636;0,396825396825397;0,638888888888889;0,320454545454545;0,498133116883117
"8";"10001018012P7";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,595238095238095;0,673913043478261;0,642857142857143;0,453125;0,591283320393375
"9";"10001018016P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,490196078431373;0,481481481481481;0,615740740740741;0,451315789473684;0,50968352253182
"10";"10001018017P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,711111111111111;0,672727272727273;0,560164835164835;0,436858974358974;0,595215548340548
"11";"11001011004P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,411764705882353;0,205882352941176;0,386363636363636;0,451388888888889;0,363849896019014
"12";"11001011006P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,733333333333333;0,85;0,583333333333333;0,430952380952381;0,649404761904762
"13";"11001011070P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,698412698412698;0,3875;0,994318181818182;0,425;0,62630772005772
"14";"12001015001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,431372549019608;0,27536231884058;0,518939393939394;0,426136363636364;0,412952656358986
"15";"12001015002P7";"QUÍMICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,25;0,174603174603175;0,479110105580694;0,416666666666667;0,330094986712634
"16";"12001015003P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,422222222222222;0,3125;0,45093201754386;0,571296296296296;0,439237634015595
"17";"12001015006P2";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,444444444444444;0,578947368421053;0,479166666666667;0,465277777777778;0,491959064327485
"18";"12001015007P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,777777777777778;0,519230769230769;0,528108465608466;0,529464285714286;0,588645324582824
"19";"12001015008P5";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";0,4;0,575757575757576;0,575980392156863;0,438095238095238;0,497458301502419
"20";"12001015012P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,346153846153846;0,285714285714286;0,529106029106029;0,394230769230769;0,388801232551233
"21";"12001015013P9";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,567901234567901;0,326315789473684;0,498851706036745;0,427380952380952;0,455112420614821
"22";"12001015014P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"3";0,58974358974359;0,35;0,520087731513717;0,489316239316239;0,487286890143386
"23";"12001015015P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";0,25;0,558823529411765;0,557575757575758;0,5890625;0,488865446746881
"24";"12001015016P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,583333333333333;0,627906976744186;0,485745614035088;0,485087719298246;0,545518410852713
"25";"12001015018P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,722222222222222;0,447368421052632;0,666666666666667;0,563541666666667;0,599949744152047
"26";"12001015021P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,333333333333333;0,576271186440678;0,439153439153439;0,292708333333333;0,410366573065196
"27";"12001015022P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,625;0,472727272727273;0,444444444444444;0,378787878787879;0,480239898989899
"28";"12001015023P4";"HISTÓRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,3125;0,3;0,536904761904762;0,462083333333333;0,402872023809524
"29";"12001015024P0";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,452380952380952;0,459459459459459;0,587339743589744;0,447685185185185;0,486716335153835
"30";"12001015025P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,511111111111111;0,421052631578947;0,681372549019608;0,506349206349206;0,529971374514718
"31";"12001015026P3";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,333333333333333;0,38961038961039;0,531746031746032;0,441228070175439;0,423979456216298
"32";"12001015027P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,538461538461538;0,71875;0,446924603174603;0,638690476190476;0,585706654456654
"33";"12001015029P2";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,479166666666667;0,5;0,66;0,508333333333333;0,536875
"34";"12001015032P3";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,729166666666667;0,756756756756757;0,526190476190476;0,561904761904762;0,643504665379665
"35";"12001015033P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,729166666666667;0,578947368421053;0,5;0,465196078431373;0,568327528379773
"36";"12001015034P6";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,62962962962963;0,409090909090909;0,498550724637681;0,510353535353535;0,511906199677939
"37";"12001015035P2";"MATERIAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,607843137254902;0,590361445783133;0,493055555555556;0,413157894736842;0,526104508332608
"38";"12001015036P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,388888888888889;0,491525423728814;0,573717948717949;0,396666666666667;0,462699732000579
"39";"12001015037P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,416666666666667;0,381818181818182;1;0,467283950617284;0,566442199775533
"40";"12001015039P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,805555555555555;0,692307692307692;0,983333333333333;0,620833333333333;0,775507478632479
"41";"12001015040P6";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,523809523809524;0,78125;0,495833333333333;0,403070175438596;0,550990758145363
"42";"12001015041P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,619047619047619;0,806451612903226;0,546328671328671;0,500333333333333;0,618040309153212
"43";"12001015042P9";"ENSINO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,722222222222222;0,553571428571429;1;0,485984848484848;0,690444624819625
"44";"12001015064P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,666666666666667;0,648648648648649;1;0,538157894736842;0,713368302513039
"45";"12001015066P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,568627450980392;0,475;0,722222222222222;0,388636363636364;0,538621509209744
"46";"12008010001P9";"MEDICINA II";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,48;0,358974358974359;0,538715487112276;0,494761904761905;0,468112937712135
"47";"12008010002P5";"DIREITO";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,5;0,392156862745098;0,975;0,425;0,573039215686274
"48";"12008010003P1";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,644444444444444;0,575;0,55;0,411111111111111;0,545138888888889
"49";"12008010005P4";"ENSINO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,766666666666667;0,433962264150943;0,833333333333333;0,48452380952381;0,629621518418688
"50";"12008010007P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,738095238095238;0,58695652173913;0,659090909090909;0,487916666666667;0,618014833897986
"51";"12008010008P3";"MEDICINA II";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,622222222222222;0,76;0,490675990675991;0,463235294117647;0,584033376753965
"52";"12008010039P6";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,555555555555555;0,526315789473684;0,653125;0,424019607843137;0,539753988218094
"53";"12008010070P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,625;0,76271186440678;0,596813725490196;0,462301587301587;0,611706794299641
"54";"13003011001P6";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,666666666666667;0,425925925925926;0,524343185550082;0,460555555555556;0,519372833424558
"55";"14001012001P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,736842105263158;0,704918032786885;0,578947368421053;0,513888888888889;0,633649098839996
"56";"14001012004P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,716666666666667;0,412371134020619;0,57233782129743;0,604807692307692;0,576545828573102
"57";"14001012005P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,644444444444444;0,627450980392157;0,586666666666667;0,491666666666667;0,587557189542484
"58";"15001016002P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,766666666666667;0,336283185840708;0,661210317460317;0,500347222222222;0,566126848047479
"59";"15001016003P1";"DIREITO";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"4";0,258064516129032;0,280701754385965;0,552466555183946;0,521759259259259;0,403248021239551
"60";"15001016004P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";0,383333333333333;0,230769230769231;0,638888888888889;0,457440476190476;0,427607982295482
"61";"15001016007P7";"QUÍMICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,194444444444444;0,196969696969697;0,420454545454545;0,485648148148148;0,324379208754209
"62";"15001016008P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,390804597701149;0,192090395480226;0,524358974358974;0,396388888888889;0,37591071410731
"63";"15001016009P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";0,303030303030303;0,247191011235955;0,444480519480519;0,331140350877193;0,331460546155993
"64";"15001016010P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";0,416666666666667;0,490566037735849;0,450714285714286;0,416145833333333;0,443523205862534
"65";"15001016015P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,529411764705882;0,302083333333333;0,571701388888889;0,588257575757576;0,49786351567142
"66";"15001016016P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,393939393939394;0,275862068965517;0,467592592592593;0,468452380952381;0,401461609112471
"67";"15001016018P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";0,274509803921569;0,386206896551724;0,482638888888889;0,45625;0,399901397340545
"68";"15001016022P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,333333333333333;0,0980392156862745;0,454185166229501;0,439722222222222;0,331319984367833
"69";"15001016027P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";0,733333333333333;0,545454545454545;0,585825163398693;0,559126984126984;0,605935006578389
"70";"15001016028P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,492063492063492;0,372093023255814;0,486123511904762;0,376602564102564;0,431720647831658
"71";"15001016030P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,518518518518518;0,257575757575758;0,497905525846702;0,486458333333333;0,440114533818578
"72";"15001016031P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,606060606060606;0,231884057971014;0,427083333333333;0,434027777777778;0,424763943785683
"73";"15001016032P1";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";0,333333333333333;0,316666666666667;0,532401521523464;0,502298850574713;0,421175093024544
"74";"15001016033P8";"ENSINO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,492063492063492;0,30952380952381;0,547619047619048;0,494252873563218;0,460864805692392
"75";"15001016034P4";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,454545454545455;0,36046511627907;0,588235294117647;0,418827160493827;0,455518256359
"76";"15001016035P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,430555555555556;0,252873563218391;0,546246246246246;0,413978494623656;0,410913464910962
"77";"15001016036P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,454545454545455;0,525;0,599603174603175;0,512777777777778;0,522981601731602
"78";"15001016037P3";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,166666666666667;0,111111111111111;0,454971875481584;0,515686274509804;0,312108981942291
"79";"15001016039P6";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,380952380952381;0,125;0,431060606060606;0,433333333333333;0,34258658008658
"80";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";0,434782608695652;0,315789473684211;0,489224664224664;0,4875;0,431824186651132
"81";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,354166666666667;0,452380952380952;0,75;0,6275;0,546011904761905
"82";"15001016042P7";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,5;0,415384615384615;0,566666666666667;0,422916666666667;0,476241987179487
"83";"15001016043P3";"HISTÓRIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";0,433333333333333;0,244186046511628;0,463353133007221;0,382;0,380718128213046
"84";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,380952380952381;0,255813953488372;0,561111111111111;0,483095238095238;0,420243170911776
"85";"15001016045P6";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,666666666666667;0,222222222222222;0,529166666666667;0,485;0,475763888888889
"86";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,649122807017544;0,46551724137931;0,578104575163399;0,475724637681159;0,542117315310353
"87";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,366666666666667;0,410526315789474;0,626190476190476;0,354545454545455;0,439482228298018
"88";"15001016049P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,470588235294118;0,553191489361702;0,614285714285714;0,531818181818182;0,542470905189929
"89";"15001016050P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,5;0,509433962264151;0,575;0,393333333333333;0,494441823899371
"90";"15001016051P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,520833333333333;0,264705882352941;0,403333333333333;0,415196078431373;0,401017156862745
"91";"15001016052P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,578947368421053;0,3125;0,552831402831403;0,455555555555556;0,474958581702003
"92";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,555555555555556;0,653061224489796;0,6;0,496794871794872;0,576352912960056
"93";"15001016055P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,685185185185185;0,49438202247191;0,732222222222222;0,351893939393939;0,565920842318314
"94";"15001016057P4";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,404761904761905;0,642857142857143;0,461242004992005;0,474122807017544;0,495745964907149
"95";"15001016059P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";0,844444444444444;0,609195402298851;0,619588122605364;0,508333333333333;0,645390325670498
"96";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,62962962962963;0,513513513513513;0,56304347826087;0,427083333333333;0,533317488684336
"97";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,777777777777778;0,277777777777778;0,559861111111111;0,439814814814815;0,51380787037037
"98";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,666666666666667;0,347826086956522;0,578787120453787;0,398076923076923;0,497839199288475
"99";"15001016064P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,449275362318841;0,283783783783784;0,623737373737374;0,520138888888889;0,469233852182222
"100";"15001016065P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,6;0,58;0,688020833333333;0,442083333333333;0,577526041666667
"101";"15001016066P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,416666666666667;0,386363636363636;0,944444444444444;0,463095238095238;0,552642496392496
"102";"15001016067P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,53030303030303;0,409090909090909;0,720238095238095;0,558333333333333;0,554491341991342
"103";"15001016068P6";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,574074074074074;0,548387096774194;0,586538056082648;0,430434782608696;0,534858502384903
"104";"15001016070P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,296296296296296;0,733333333333333;1;0,516025641025641;0,636413817663818
"105";"15001016071P7";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,46969696969697;0,379310344827586;0,535974836963209;0,455128205128205;0,460027589153992
"106";"15001016072P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,533333333333333;0,567164179104478;0,610119047619048;0,511666666666667;0,555570806680881
"107";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,833333333333333;0,625;0,75;0,47156862745098;0,669975490196078
"108";"15001016075P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,470588235294118;0,324909747292419;0,485726495726496;0,507142857142857;0,447091833863972
"109";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,452380952380952;0,385093167701863;0,707222222222222;0,532017543859649;0,519178471541172
"110";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";0,433333333333333;0,703703703703704;0,6;0,538194444444444;0,56880787037037
"111";"15001016078P1";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";0,449275362318841;0,53030303030303;0,530092592592593;0,5475;0,514292746303616
"112";"15001016079P8";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,861111111111111;0,46969696969697;0,608695652173913;0,441666666666667;0,595292599912165
"113";"15001016080P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,733333333333333;0,7;0,625;0,431349206349206;0,622420634920635
"114";"15001016081P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,645833333333333;0,583333333333333;0,672619047619048;0,413888888888889;0,578918650793651
"115";"15001016082P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,470588235294118;0,378048780487805;1;0,451315789473684;0,574988201313902
"116";"15001016084P1";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,458333333333333;0,585365853658537;0,5;0,502777777777778;0,511619241192412
"117";"15001016085P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,6;0,694444444444444;1;0,447727272727273;0,685542929292929
"118";"15001016086P4";"FARMÁCIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,392156862745098;0,821428571428571;0,611111111111111;0,548809523809524;0,593376517273576
"119";"15001016089P3";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,46969696969697;0,387096774193548;0,792013888888889;0,405128205128205;0,513483959476903
"120";"15001016091P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,619047619047619;0,524590163934426;0,651098901098901;0,430555555555556;0,556323059909126
"121";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,425925925925926;0,285714285714286;0,458360171765969;0,400416666666667;0,392604262518212
"122";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,666666666666667;0,684210526315789;0,647321428571429;0,413461538461538;0,602915040003856
"123";"15002012006P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,462962962962963;0,15;0,376515151515152;0,421969696969697;0,352861952861953
"124";"15002012007P3";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,696969696969697;0,823529411764706;0,551923076923077;0,469444444444444;0,635466657525481
"125";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,611111111111111;0,14;0,558501683501683;0,349404761904762;0,414754389129389
"126";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,925925925925926;1;0,730769230769231;0,419166666666667;0,768965455840456
"127";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";0,805555555555555;0,434782608695652;0,646537162162162;0,371111111111111;0,56449660938112
"128";"15004015006P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,787878787878788;0,518518518518518;0,533333333333333;0,536111111111111;0,593960437710438
"129";"15004015007P6";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,366666666666667;0,328947368421053;0,533333333333333;0,402777777777778;0,407931286549708
"130";"15006018001P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,529411764705882;0,322222222222222;0,530905905905906;0,399537037037037;0,445519232467762
"131";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,533333333333333;0,36734693877551;0,496996336996337;0,570277777777778;0,49198859672074
"132";"15006018005P6";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,833333333333333;0,857142857142857;0,722222222222222;0,518055555555556;0,732688492063492
"133";"15006018006P2";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,733333333333333;0,392857142857143;0,828125;0,47037037037037;0,606171461640212
"134";"15006018007P9";"MEDICINA III";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,595238095238095;0,26984126984127;0,712698412698413;0,471428571428571;0,512301587301587
"135";"15010015001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,527777777777778;0,578947368421053;0,490384615384615;0,550438596491228;0,536887089518668
"136";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,649122807017544;0,78;0,530573593073593;0,516049382716049;0,618936445701797
"137";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,87719298245614;0,543859649122807;0,64554905782976;0,480864197530864;0,636866471734893
"138";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,754385964912281;0,516666666666667;0,561111111111111;0,478703703703704;0,577716861598441
"139";"15010015005P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,511111111111111;0,449275362318841;0,764912280701754;0,536842105263158;0,565535214848716
"140";"15025012001P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,714285714285714;0,846153846153846;0,625;0,497916666666667;0,670839056776557
