"";"CD_PROGRAMA_IES";"X1";"Count";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"Prof_Perm";"Soma_patentes";"Soma_produtos";"Soma_Aplicativos";"Forma_docente";"Forma_discente";"Colabora_cientifica";"CP";"Indice_MI";"Patente_prof";"Produto_prof";"App_prof";"Indice_PT";"new_indice_PT";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_MUNICIPIO_PROGRAMA_IES";"NM_AREA_CONHECIMENTO"
"1164";"32001010068P4";1164;1164;3;0;2002;0;6;30;32;2;7;488888889;32967033;875;517635659;552798719;1;66666667;233333333;433333333;1,36666666666667;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"GEN<c9>TICA"
"1165";"32001010069P0";1165;1165;3;0;1972;0;3;21;0;0;0;396825397;107142857;497963801;418115942;355011999;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"MEDICINA"
"1166";"32001010071P5";1166;1166;3;0;2005;0;4;17;1;0;0;352941176;608108108;625;436363636;50560323;58823529;0;0;19607843;0,0588235294117647;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ENGENHARIA CIVIL"
"1167";"32001010072P1";1167;1167;3;0;2006;0;4;17;0;0;0;568627451;285714286;472046961;403174603;432390825;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ANTROPOLOGIA"
"1168";"32001010073P8";1168;1168;3;0;2006;0;4;14;2;0;0;571428571;304347826;433116883;419607843;432125281;142857143;0;0;47619048;0,142857142857143;"SUDESTE";"MG";"UFMG";"MONTES CLAROS";"AGRONOMIA"
"1169";"32001010074P4";1169;1169;3;0;2007;0;4;18;0;1;0;777777778;384615385;517179487;434848485;528605284;0;55555556;0;18518519;0,0555555555555556;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"INTERDISCIPLINAR"
"1170";"32001010075P0";1170;1170;3;0;2007;0;3;17;0;0;0;666666667;52173913;611111111;41754386;554265192;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"CI<ca>NCIAS AMBIENTAIS"
"1171";"32001010077P3";1171;1171;3;0;2007;0;5;18;0;0;0;611111111;365384615;566964286;627192982;542663249;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"INTERDISCIPLINAR"
"1172";"32001010078P0";1172;1172;3;0;2007;0;4;17;0;0;0;352941176;555555556;551282051;419047619;469706601;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ADMINISTRA<c7><c3>O"
"1173";"32001010079P6";1173;1173;3;0;2007;0;5;32;3;0;1;552083333;396226415;542855085;473958333;491280792;9375;0;3125;41666667;0,125;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"INTERDISCIPLINAR"
"1174";"32001010085P6";1174;1174;3;0;2009;1;5;26;31;5;0;641025641;640625;58974359;426068376;574365652;1;192307692;0;397435897;1,38461538461538;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"FISIOLOGIA"
"1175";"32001010086P2";1175;1175;3;0;2009;0;3;13;0;3;0;717948718;741935484;1;376190476;70901867;0;230769231;0;76923077;0,230769230769231;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ENGENHARIA CIVIL"
"1176";"32001010088P5";1176;1176;3;0;2011;0;5;17;0;0;0;490196078;428571429;703703704;493518519;528997432;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"MEDICINA"
"1177";"32001010089P1";1177;1177;3;0;2011;0;4;20;0;0;1;383333333;83333333;530723906;391954023;347336149;0;0;5;16666667;0,05;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ZOOLOGIA"
"1178";"32001010090P0";1178;1178;3;0;2011;1;3;29;0;0;2;517241379;367088608;571676587;4453125;475329769;0;0;68965517;22988506;0,0689655172413793;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"SA<da>DE COLETIVA"
"1179";"32001010091P6";1179;1179;3;0;2012;0;4;20;1;0;1;566666667;95238095;47553468;450347222;396946666;5;0;5;33333333;0,1;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"FARM<c1>CIA"
"1180";"32001010093P9";1180;1180;3;0;2013;0;4;15;4;0;1;488888889;352941176;498015873;427777778;441905929;266666667;0;66666667;111111111;0,333333333333333;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"FARM<c1>CIA"
"1181";"32001010095P1";1181;1181;3;0;2014;1;5;17;6;0;0;411764706;75;75;473039216;59620098;352941176;0;0;117647059;0,352941176470588;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"MICROBIOLOGIA"
"1182";"32001010096P8";1182;1182;3;0;2014;1;4;21;1;1;0;26984127;282051282;553125;440972222;386497444;47619048;47619048;0;31746032;0,0952380952380952;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"ODONTOLOGIA"
"1183";"32001010097P4";1183;1183;3;0;2014;1;5;67;0;0;0;328358209;271084337;528174603;456089744;395926723;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"EDUCA<c7><c3>O"
"1184";"32001010098P0";1184;1184;3;0;2014;0;4;13;0;0;0;538461538;645833333;560457516;419270833;541005805;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"MONTES CLAROS";"ZOOTECNIA"
"1185";"32001010099P7";1185;1185;3;0;2014;0;3;15;0;0;0;511111111;636363636;537781663;406439394;522923951;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"NUTRI<c7><c3>O"
"1186";"32001010171P0";1186;1186;3;0;2016;0;5;28;19;3;2;654761905;578947368;625;467063492;581443191;678571429;107142857;71428571;285714286;0,857142857142857;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"FISIOLOGIA"
"1187";"32001010172P6";1187;1187;3;0;2016;0;5;15;0;0;0;555555556;578947368;1;408730159;635808271;0;0;0;0;0;"SUDESTE";"MG";"UFMG";"BELO HORIZONTE";"CI<ca>NCIA DA INFORMA<c7><c3>O"
"1188";"32002017001P3";1188;1188;3;0;1961;0;6;26;0;2;1;282051282;215686275;420977144;402272727;330246857;0;76923077;38461538;38461538;0,115384615384615;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1189";"32002017002P0";1189;1189;3;0;1977;0;7;12;0;0;0;472222222;24;441357452;615686275;442316487;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1190";"32002017003P6";1190;1190;3;0;1970;0;6;13;4;1;2;564102564;340909091;507539683;485897436;474612193;307692308;76923077;153846154;179487179;0,538461538461538;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1191";"32002017004P2";1191;1191;3;0;1976;0;6;17;1;2;9;411764706;144927536;498060345;439492754;373561335;58823529;117647059;529411765;235294118;0,705882352941177;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1192";"32002017005P9";1192;1192;3;0;1970;0;7;11;0;0;0;484848485;219512195;68;563888889;487062392;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1193";"32002017006P5";1193;1193;3;0;1970;0;6;22;0;3;3;409090909;289156627;420634921;399637681;379630034;0;136363636;136363636;90909091;0,272727272727273;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ENGENHARIA AGR<cd>COLA"
"1194";"32002017007P1";1194;1194;3;0;1977;0;6;15;3;0;6;244444444;245614035;415148213;462301587;34187707;2;0;4;2;0,6;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1195";"32002017008P8";1195;1195;3;0;1968;0;4;12;0;0;0;555555556;730769231;532051282;428787879;561790987;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1196";"32002017009P4";1196;1196;3;0;1961;0;5;14;0;0;0;357142857;210526316;445986622;392857143;351628234;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ECONOMIA"
"1197";"32002017011P9";1197;1197;3;0;1962;0;6;22;9;0;10;227272727;153846154;375128205;407716049;290990784;409090909;0;454545455;287878788;0,863636363636364;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ZOOTECNIA"
"1198";"32002017012P5";1198;1198;3;0;1975;0;6;34;2;1;1;37254902;19047619;321614278;379047619;315921777;58823529;29411765;29411765;39215686;0,117647058823529;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"1199";"32002017013P1";1199;1199;3;0;1975;0;5;11;2;4;0;666666667;25;435820578;469642857;455532526;181818182;363636364;0;181818182;0,545454545454545;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"CI<ca>NCIA E TECNOLOGIA DE ALIMENTOS"
"1200";"32002017014P8";1200;1200;3;0;1981;0;5;12;0;2;2;666666667;657142857;512797247;547222222;595957248;0;166666667;166666667;111111111;0,333333333333333;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1201";"32002017015P4";1201;1201;3;0;1983;0;5;20;9;0;0;3;176470588;360654417;405555556;31067014;45;0;0;15;0,45;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1202";"32002017017P7";1202;1202;3;0;1991;0;4;16;0;0;5;645833333;25;455514673;373333333;431170335;0;0;3125;104166667;0,3125;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ENGENHARIA CIVIL"
"1203";"32002017019P0";1203;1203;3;0;1992;0;4;11;0;0;0;727272727;487804878;522626442;515238095;563235536;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"SERVI<c7>O SOCIAL"
"1204";"32002017021P4";1204;1204;3;0;1995;0;4;14;0;0;0;5;194444444;528508772;478125;425269554;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"BOT<c2>NICA"
"1205";"32002017022P0";1205;1205;3;0;1996;0;6;22;5;3;0;378787879;142857143;418601924;457758621;349501391;227272727;136363636;0;121212121;0,363636363636364;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"MEDICINA VETERIN<c1>RIA"
"1206";"32002017023P7";1206;1206;3;0;1999;0;5;18;29;0;1;62962963;316666667;490835308;512121212;487313204;1;0;55555556;351851852;1,66666666666667;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1207";"32002017024P3";1207;1207;3;0;2001;0;5;13;0;0;0;615384615;178571429;377771905;546759259;429621802;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"NUTRI<c7><c3>O"
"1208";"32002017025P0";1208;1208;3;0;2001;0;4;18;0;0;0;314814815;76923077;420945946;417916667;307650126;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"F<cd>SICA"
"1209";"32002017027P2";1209;1209;3;0;2004;0;3;14;0;0;3;547619048;388888889;590909091;479411765;501707198;0;0;214285714;71428571;0,214285714285714;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"CI<ca>NCIA DA COMPUTA<c7><c3>O"
"1210";"32002017028P9";1210;1210;3;0;2004;0;4;10;0;0;0;7;22;545454545;465972222;482856692;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"BIOLOGIA GERAL"
"1211";"32002017029P5";1211;1211;3;0;2005;0;4;16;0;0;1;395833333;527272727;479807692;302916667;426457605;0;0;625;20833333;0,0625;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ADMINISTRA<c7><c3>O"
"1212";"32002017030P3";1212;1212;3;0;2006;0;3;16;3;0;0;5;238095238;473529412;4234375;408765537;1875;0;0;625;0,1875;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ZOOLOGIA"
"1213";"32002017031P0";1213;1213;3;0;2006;0;4;10;0;0;0;266666667;606060606;455833333;415277778;435959596;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ECONOMIA"
"1214";"32002017032P6";1214;1214;3;0;2006;1;4;17;2;0;1;156862745;581395349;580357143;367916667;421632976;117647059;0;58823529;58823529;0,176470588235294;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ZOOTECNIA"
"1215";"32002017033P2";1215;1215;3;0;2006;0;4;15;0;0;1;511111111;214285714;463815789;437777778;406747598;0;0;66666667;22222222;0,0666666666666667;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1216";"32002017035P5";1216;1216;3;0;2008;0;3;14;0;0;0;19047619;611111111;533333333;791666667;531646825;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"MATEM<c1>TICA"
"1217";"32002017036P1";1217;1217;3;0;2008;1;5;10;4;0;4;733333333;1;478947368;408333333;655153509;4;0;4;266666667;0,8;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"1218";"32002017037P8";1218;1218;3;0;2009;0;3;18;0;0;0;5;430769231;52954425;419791667;470026287;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"EDUCA<c7><c3>O"
"1219";"32002017038P4";1219;1219;3;0;2009;0;4;20;0;0;2;433333333;491525424;778508772;468253968;542905374;0;0;1;33333333;0,1;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"LETRAS"
"1220";"32002017039P0";1220;1220;3;0;2010;0;3;9;1;0;0;740740741;4;524358974;304545455;492411292;111111111;0;0;37037037;0,111111111111111;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ARQUITETURA E URBANISMO"
"1221";"32002017041P5";1221;1221;3;0;2011;0;3;15;0;0;4;511111111;727272727;508333333;461111111;551957071;0;0;266666667;88888889;0,266666666666667;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1222";"32002017042P1";1222;1222;3;0;2011;0;4;16;0;0;0;4375;266666667;777777778;409722222;472916667;0;0;0;0;0;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ECOLOGIA"
"1223";"32002017044P4";1223;1223;3;0;2011;0;4;9;0;0;1;592592593;714285714;519469198;375;550336876;0;0;111111111;37037037;0,111111111111111;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"AGRONOMIA"
"1224";"32002017047P3";1224;1224;3;0;2013;0;3;14;3;0;0;69047619;9;666666667;374404762;657886905;214285714;0;0;71428571;0,214285714285714;"SUDESTE";"MG";"UFV";"FLORESTAL";"AGRONOMIA"
"1225";"32002017049P6";1225;1225;3;0;2016;0;3;10;2;0;3;6;1;785294118;498611111;720976307;2;0;3;166666667;0,5;"SUDESTE";"MG";"UFV";"VI<c7>OSA";"ENGENHARIA QU<cd>MICA"
"1226";"32003013001P0";1226;1226;3;0;1968;0;5;20;1;0;4;266666667;252631579;484704185;47173913;36893539;5;0;2;83333333;0,25;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA EL<c9>TRICA"
"1227";"32003013002P6";1227;1227;3;0;1968;0;5;15;3;0;3;355555556;391891892;518717949;311904762;39451754;2;0;2;133333333;0,4;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA MEC<c2>NICA"
"1228";"32003013003P2";1228;1228;3;0;1994;0;5;10;2;0;7;466666667;425;512192235;471111111;468742503;2;0;7;3;0,9;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA DE PRODU<c7><c3>O"
"1229";"32003013004P9";1229;1229;3;0;1999;0;3;15;0;1;0;533333333;512820513;517723652;40625;492531875;0;66666667;0;22222222;0,0666666666666667;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA MEC<c2>NICA"
"1230";"32003013005P5";1230;1230;3;0;2001;0;4;17;25;0;0;588235294;622222222;528718759;50125;560106569;1;0;0;333333333;1,47058823529412;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA DE MATERIAIS E METAL<da>RGICA"
"1231";"32003013007P8";1231;1231;3;0;2008;0;3;16;0;1;0;6875;581818182;570847363;459126984;574823132;0;625;0;20833333;0,0625;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"CI<ca>NCIAS AMBIENTAIS"
"1232";"32003013008P4";1232;1232;3;0;2008;0;3;11;0;0;7;606060606;684210526;557692308;376315789;556069807;0;0;636363636;212121212;0,636363636363636;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"CI<ca>NCIA DA COMPUTA<c7><c3>O"
"1233";"32003013009P0";1233;1233;3;0;2011;1;3;11;6;0;0;787878788;1;482663797;447222222;679441202;545454545;0;0;181818182;0,545454545454545;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENGENHARIA DE MATERIAIS E METAL<da>RGICA"
"1234";"32003013011P5";1234;1234;3;0;2012;0;3;14;1;1;0;952380952;681818182;1;541666667;79396645;71428571;71428571;0;47619048;0,142857142857143;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"INTERDISCIPLINAR"
"1235";"32003013012P1";1235;1235;3;0;2013;0;3;11;0;0;0;212121212;870967742;474117647;681818182;559756196;0;0;0;0;0;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"MATEM<c1>TICA"
"1236";"32003013013P8";1236;1236;3;0;2013;0;3;14;0;0;0;261904762;692307692;588383838;443627451;496555936;0;0;0;0;0;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"F<cd>SICA"
"1237";"32003013014P4";1237;1237;3;0;2014;1;3;11;0;0;5;515151515;548387097;629464286;388194444;520299336;0;0;454545455;151515152;0,454545454545455;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ADMINISTRA<c7><c3>O"
"1238";"32003013041P1";1238;1238;3;0;2016;0;3;16;0;0;0;625;682926829;791666667;453921569;638378766;0;0;0;0;0;"SUDESTE";"MG";"UNIFEI";"ITAJUB<c1>";"ENSINO"
"1239";"32004010001P0";1239;1239;3;0;1975;0;5;29;1;1;0;264367816;159090909;280514505;411944444;278979419;34482759;34482759;0;22988506;0,0689655172413793;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1240";"32004010002P6";1240;1240;3;0;1976;0;7;17;8;0;0;352941176;253968254;521394984;495652174;405989147;470588235;0;0;156862745;0,470588235294118;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1241";"32004010003P2";1241;1241;3;0;1975;0;5;16;0;1;1;479166667;403508772;507211538;342361111;433062022;0;625;625;41666667;0,125;"SUDESTE";"MG";"UFLA";"LAVRAS";"ADMINISTRA<c7><c3>O"
"1242";"32004010004P9";1242;1242;3;0;1976;0;5;18;0;0;0;314814815;245283019;388059071;327083333;318810059;0;0;0;0;0;"SUDESTE";"MG";"UFLA";"LAVRAS";"ZOOTECNIA"
"1243";"32004010006P1";1243;1243;3;0;1986;0;6;14;0;1;0;357142857;19047619;351666667;565625;366227679;0;71428571;0;23809524;0,0714285714285714;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1244";"32004010007P8";1244;1244;3;0;1984;0;5;14;1;0;1;285714286;181818182;558823529;466666667;373255666;71428571;0;71428571;47619048;0,142857142857143;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1245";"32004010009P0";1245;1245;3;0;1990;0;4;12;2;2;1;444444444;456140351;522893773;394117647;454399054;166666667;166666667;83333333;138888889;0,416666666666667;"SUDESTE";"MG";"UFLA";"LAVRAS";"ENGENHARIA AGR<cd>COLA"
"1246";"32004010010P9";1246;1246;3;0;1993;0;4;22;0;0;5;318181818;175438596;399543697;371875;316259778;0;0;227272727;75757576;0,227272727272727;"SUDESTE";"MG";"UFLA";"LAVRAS";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"1247";"32004010011P5";1247;1247;3;0;1996;0;4;13;0;0;2;615384615;260869565;709722222;613020833;549749309;0;0;153846154;51282051;0,153846153846154;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1248";"32004010012P1";1248;1248;3;0;1997;0;5;13;1;0;0;384615385;225;455808081;624358974;42244561;76923077;0;0;25641026;0,0769230769230769;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1249";"32004010013P8";1249;1249;3;0;1998;0;6;15;8;0;1;466666667;239130435;485202206;411507937;400626811;533333333;0;66666667;2;0,6;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1250";"32004010014P4";1250;1250;3;0;2001;0;6;12;8;0;0;583333333;388888889;492451299;437222222;475473936;666666667;0;0;222222222;0,666666666666667;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1251";"32004010015P0";1251;1251;3;0;2004;0;4;21;0;0;0;365079365;155555556;410891555;445987654;344378532;0;0;0;0;0;"SUDESTE";"MG";"UFLA";"LAVRAS";"MEDICINA VETERIN<c1>RIA"
"1252";"32004010017P3";1252;1252;3;0;2006;0;4;18;1;0;0;407407407;131578947;583333333;444166667;391621589;55555556;0;0;18518519;0,0555555555555556;"SUDESTE";"MG";"UFLA";"LAVRAS";"ECOLOGIA"
"1253";"32004010018P0";1253;1253;3;0;2007;0;5;10;5;1;0;566666667;137931034;289416202;326190476;330051095;5;1;0;2;0,6;"SUDESTE";"MG";"UFLA";"LAVRAS";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"1254";"32004010020P4";1254;1254;3;0;2007;0;3;9;3;1;4;444444444;589285714;554453263;418055556;501559744;333333333;111111111;444444444;296296296;0,888888888888889;"SUDESTE";"MG";"UFLA";"LAVRAS";"ENGENHARIA EL<c9>TRICA"
"1255";"32004010022P7";1255;1255;3;0;2010;0;4;10;0;1;3;433333333;444444444;439732143;50625;45593998;0;1;3;133333333;0,4;"SUDESTE";"MG";"UFLA";"LAVRAS";"ENGENHARIA AGR<cd>COLA"
"1256";"32004010023P3";1256;1256;3;0;2011;1;3;16;0;0;0;416666667;29787234;666666667;401041667;445561835;0;0;0;0;0;"SUDESTE";"MG";"UFLA";"LAVRAS";"EDUCA<c7><c3>O"
"1257";"32004010024P0";1257;1257;3;0;2011;1;3;13;1;1;3;41025641;631578947;540079365;364102564;486504322;76923077;76923077;230769231;128205128;0,384615384615385;"SUDESTE";"MG";"UFLA";"LAVRAS";"ADMINISTRA<c7><c3>O"
"1258";"32004010025P6";1258;1258;3;0;2012;0;5;12;1;0;0;527777778;333333333;529017857;42;452532242;83333333;0;0;27777778;0,0833333333333333;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1259";"32004010027P9";1259;1259;3;0;2012;0;3;12;2;0;1;5;592592593;579545455;570833333;560742845;166666667;0;83333333;83333333;0,25;"SUDESTE";"MG";"UFLA";"LAVRAS";"CI<ca>NCIA DA COMPUTA<c7><c3>O"
"1260";"32004010028P5";1260;1260;3;0;2012;1;3;18;4;0;0;592592593;75;977777778;452631579;693250487;222222222;0;0;74074074;0,222222222222222;"SUDESTE";"MG";"UFLA";"LAVRAS";"INTERDISCIPLINAR"
"1261";"32004010029P1";1261;1261;3;0;2013;0;4;10;1;0;0;666666667;733333333;540613027;40625;586715757;1;0;0;33333333;0,1;"SUDESTE";"MG";"UFLA";"LAVRAS";"AGRONOMIA"
"1262";"32004010030P0";1262;1262;3;0;2014;1;3;13;0;0;0;487179487;58974359;60297619;407738095;521909341;0;0;0;0;0;"SUDESTE";"MG";"UFLA";"LAVRAS";"INTERDISCIPLINAR"
"1263";"32004010031P6";1263;1263;3;0;2014;0;5;12;4;0;5;722222222;5;488204206;418888889;532328829;333333333;0;416666667;25;0,75;"SUDESTE";"MG";"UFLA";"LAVRAS";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"1264";"32005016003P5";1264;1264;3;0;1994;0;4;17;0;0;0;411764706;414634146;791666667;48015873;524556062;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"ZOOLOGIA"
"1265";"32005016005P8";1265;1265;3;0;1998;0;4;21;7;2;0;19047619;227848101;503267974;316049383;309410412;333333333;95238095;0;142857143;0,428571428571429;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"ENGENHARIA EL<c9>TRICA"
"1266";"32005016007P0";1266;1266;3;0;1999;0;4;41;0;0;0;365853659;303030303;48511396;538148148;423036517;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"EDUCA<c7><c3>O"
"1267";"32005016008P7";1267;1267;3;0;1999;0;4;21;2;1;0;253968254;325842697;44289966;369047619;347939557;95238095;47619048;0;47619048;0,142857142857143;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"F<cd>SICA"
"1268";"32005016009P3";1268;1268;3;0;2001;0;5;29;9;0;0;206896552;203703704;436457252;524285714;342835805;310344828;0;0;103448276;0,310344827586207;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"QU<cd>MICA"
"1269";"32005016010P1";1269;1269;3;0;2004;0;5;21;0;0;0;285714286;214285714;435795455;401736111;334382891;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"HIST<d3>RIA"
"1270";"32005016011P8";1270;1270;3;0;2005;0;4;18;0;0;0;518518519;380952381;504308533;368253968;44300835;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"SOCIOLOGIA"
"1271";"32005016012P4";1271;1271;3;0;2005;0;4;22;0;1;0;439393939;290322581;534422731;397222222;415340368;0;45454545;0;15151515;0,0454545454545455;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"ECOLOGIA"
"1272";"32005016013P0";1272;1272;3;0;2005;0;4;13;0;0;0;358974359;459459459;516660892;556862745;472989364;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"SERVI<c7>O SOCIAL"
"1273";"32005016014P7";1273;1273;3;0;2005;0;5;24;6;1;0;611111111;258823529;498087159;506388889;468602672;25;41666667;0;97222222;0,291666666666667;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"MEDICINA"
"1274";"32005016015P3";1274;1274;3;0;2006;0;4;18;10;4;0;518518519;142857143;463675214;469230769;398570411;555555556;222222222;0;259259259;0,777777777777778;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"BIOLOGIA GERAL"
"1275";"32005016016P0";1275;1275;3;0;2006;0;4;14;0;0;0;380952381;354166667;494291819;52962963;439760124;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"ECONOMIA"
"1276";"32005016017P6";1276;1276;3;0;2006;0;4;18;1;0;1;481481481;5;545727273;49;504302189;55555556;0;55555556;37037037;0,111111111111111;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"INTERDISCIPLINAR"
"1277";"32005016018P2";1277;1277;3;0;2007;0;3;14;5;2;0;261904762;181818182;476041667;385294118;326264682;357142857;142857143;0;166666667;0,5;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"ODONTOLOGIA"
"1278";"32005016019P9";1278;1278;3;0;2007;0;4;13;0;0;0;512820513;463414634;544467787;385784314;476621812;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"COMUNICA<c7><c3>O"
"1279";"32005016020P7";1279;1279;3;0;2007;0;4;16;0;0;0;416666667;355932203;585281385;406140351;441005152;0;0;0;0;0;"SUDESTE";"MG";"UFJF";"JUIZ DE FORA";"LETRAS"
