CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
31003010080P8;SUDESTE;RJ;UFF;NITERÓI;DIREITO
31003010081P4;SUDESTE;RJ;UFF;NITERÓI;FILOSOFIA
31003010082P0;SUDESTE;RJ;UFF;NITERÓI;FARMÁCIA
31003010083P7;SUDESTE;RJ;UFF;NITERÓI;ENFERMAGEM
31003010084P3;SUDESTE;RJ;UFF;NITERÓI;SERVIÇO SOCIAL
31003010085P0;SUDESTE;RJ;UFF;NITERÓI;ENSINO
31003010086P6;SUDESTE;RJ;UFF;RIO DAS OSTRAS;ENGENHARIA DE PRODUÇÃO
31003010087P2;SUDESTE;RJ;UFF;NITERÓI;ENGENHARIA MECÂNICA
31003010088P9;SUDESTE;RJ;UFF;NITERÓI;COMUNICAÇÃO
31003010089P5;SUDESTE;RJ;UFF;NITERÓI;CIÊNCIAS AMBIENTAIS
31003010090P3;SUDESTE;RJ;UFF;NITERÓI;INTERDISCIPLINAR
31003010091P0;SUDESTE;RJ;UFF;VOLTA REDONDA;CIÊNCIAS AMBIENTAIS
31003010092P6;SUDESTE;RJ;UFF;VOLTA REDONDA;ADMINISTRAÇÃO
31003010093P2;SUDESTE;RJ;UFF;NITERÓI;ENSINO
31003010094P9;SUDESTE;RJ;UFF;NOVA FRIBURGO;ODONTOLOGIA
31003010095P5;SUDESTE;RJ;UFF;CAMPOS DOS GOYTACAZES;GEOGRAFIA
31003010096P1;SUDESTE;RJ;UFF;NITERÓI;FISIOLOGIA
31003010097P8;SUDESTE;RJ;UFF;NITERÓI;INTERDISCIPLINAR
31003010098P4;SUDESTE;RJ;UFF;VOLTA REDONDA;ENGENHARIA DE PRODUÇÃO
31003010156P4;SUDESTE;RJ;UFF;SANTO ANTÔNIO DE PÁDUA;ENSINO
31003010157P0;SUDESTE;RJ;UFF;NITERÓI;TURISMO
31003010158P7;SUDESTE;RJ;UFF;NITERÓI;INTERDISCIPLINAR
31003010170P7;SUDESTE;RJ;UFF;CAMPOS DOS GOYTACAZES;PLANEJAMENTO URBANO E REGIONAL
31004016001P3;SUDESTE;RJ;UERJ;RIO DE JANEIRO;BIOLOGIA GERAL
31004016004P2;SUDESTE;RJ;UERJ;RIO DE JANEIRO;SAÚDE COLETIVA
31004016006P5;SUDESTE;RJ;UERJ;RIO DE JANEIRO;EDUCAÇÃO
31004016008P8;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ODONTOLOGIA
31004016009P4;SUDESTE;RJ;UERJ;RIO DE JANEIRO;LETRAS
31004016013P1;SUDESTE;RJ;UERJ;RIO DE JANEIRO;PSICOLOGIA
31004016015P4;SUDESTE;RJ;UERJ;RIO DE JANEIRO;DIREITO
31004016016P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;FILOSOFIA
31004016017P7;SUDESTE;RJ;UERJ;RIO DE JANEIRO;BIOLOGIA GERAL
31004016018P3;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MICROBIOLOGIA
31004016020P8;SUDESTE;RJ;UERJ;RIO DE JANEIRO;SOCIOLOGIA
31004016021P4;SUDESTE;RJ;UERJ;NOVA FRIBURGO;INTERDISCIPLINAR
31004016022P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;FÍSICA
31004016023P7;SUDESTE;RJ;UERJ;RIO DE JANEIRO;GEOCIÊNCIAS
31004016024P3;SUDESTE;RJ;UERJ;RIO DE JANEIRO;HISTÓRIA
31004016026P6;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENFERMAGEM
31004016027P2;SUDESTE;RJ;UERJ;RIO DE JANEIRO;PSICOLOGIA
31004016028P9;SUDESTE;RJ;UERJ;RIO DE JANEIRO;SERVIÇO SOCIAL
31004016029P5;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MEDICINA
31004016031P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA SANITÁRIA
31004016032P6;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ECONOMIA
31004016033P2;SUDESTE;RJ;UERJ;RIO DE JANEIRO;COMUNICAÇÃO
31004016034P9;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA CIVIL
31004016035P5;SUDESTE;RJ;UERJ;RIO DE JANEIRO;GEOGRAFIA
31004016036P1;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MEDICINA
31004016037P8;SUDESTE;RJ;UERJ;RIO DE JANEIRO;QUÍMICA
31004016038P4;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA QUÍMICA
31004016039P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ARTES
31004016040P9;SUDESTE;RJ;UERJ;RIO DE JANEIRO;INTERDISCIPLINAR
31004016041P5;SUDESTE;RJ;UERJ;RIO DE JANEIRO;DESENHO INDUSTRIAL
31004016042P1;SUDESTE;RJ;UERJ;RIO DE JANEIRO;SAÚDE COLETIVA
31004016043P8;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA ELÉTRICA
31004016044P4;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA MECÂNICA
31004016045P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;CIÊNCIAS AMBIENTAIS
31004016046P7;SUDESTE;RJ;UERJ;SÃO GONÇALO;HISTÓRIA
31004016047P3;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ECOLOGIA
31004016048P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ADMINISTRAÇÃO
31004016049P6;SUDESTE;RJ;UERJ;NOVA FRIBURGO;ENGENHARIA DE MATERIAIS E METALÚRGICA
31004016050P4;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MEDICINA
31004016051P0;SUDESTE;RJ;UERJ;DUQUE DE CAXIAS;EDUCAÇÃO
31004016052P7;SUDESTE;RJ;UERJ;RIO DE JANEIRO;NUTRIÇÃO
31004016053P3;SUDESTE;RJ;UERJ;RIO DE JANEIRO;INTERDISCIPLINAR
31004016054P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;OCEANOGRAFIA
31004016055P6;SUDESTE;RJ;UERJ;RIO DE JANEIRO;BOTÂNICA
31004016057P9;SUDESTE;RJ;UERJ;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31004016058P5;SUDESTE;RJ;UERJ;SÃO GONÇALO;EDUCAÇÃO
31004016059P1;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MEDICINA
31004016060P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;SOCIOLOGIA
31004016061P6;SUDESTE;RJ;UERJ;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31004016062P2;SUDESTE;RJ;UERJ;SÃO GONÇALO;GEOGRAFIA
31004016063P9;SUDESTE;RJ;UERJ;SÃO GONÇALO;ENSINO
31004016064P5;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENSINO
31004016065P1;SUDESTE;RJ;UERJ;RIO DE JANEIRO;EDUCAÇÃO
31004016066P8;SUDESTE;RJ;UERJ;RIO DE JANEIRO;EDUCAÇÃO FÍSICA
31004016156P7;SUDESTE;RJ;UERJ;RIO DE JANEIRO;ENGENHARIA SANITÁRIA
31004016158P0;SUDESTE;RJ;UERJ;RIO DE JANEIRO;MEDICINA
31004016160P4;SUDESTE;RJ;UERJ;SÃO GONÇALO;LETRAS
31005012001P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;EDUCAÇÃO
31005012002P6;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;FÍSICA
31005012003P2;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;MATEMÁTICA
31005012004P9;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;CIÊNCIA DA COMPUTAÇÃO
31005012005P5;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;QUÍMICA
31005012006P1;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;FILOSOFIA
31005012007P8;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;TEOLOGIA
31005012008P4;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ECONOMIA
31005012009P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;PSICOLOGIA
31005012010P9;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA CIVIL
31005012011P5;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA ELÉTRICA
31005012012P1;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA MECÂNICA
31005012013P8;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA DE MATERIAIS E METALÚRGICA
31005012014P4;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA DE PRODUÇÃO
31005012019P6;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ADMINISTRAÇÃO
31005012020P4;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;DIREITO
31005012021P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;SERVIÇO SOCIAL
31005012024P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;HISTÓRIA
31005012026P2;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31005012027P9;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;DESENHO INDUSTRIAL
31005012028P5;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA DE PRODUÇÃO
31005012029P1;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;COMUNICAÇÃO
31005012030P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;SOCIOLOGIA
31005012032P2;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA DE PRODUÇÃO
31005012033P9;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ADMINISTRAÇÃO
31005012034P5;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;GEOGRAFIA
31005012036P8;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ENGENHARIA CIVIL
31005012037P4;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;LINGÜÍSTICA
31005012038P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;LETRAS
31005012039P7;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ARQUITETURA E URBANISMO
31005012156P3;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;ECONOMIA
31005012157P0;SUDESTE;RJ;PUC-RIO;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31007015003P5;SUDESTE;RJ;IME;RIO DE JANEIRO;QUÍMICA
31007015004P1;SUDESTE;RJ;IME;RIO DE JANEIRO;ENGENHARIA ELÉTRICA
31007015005P8;SUDESTE;RJ;IME;RIO DE JANEIRO;ENGENHARIA MECÂNICA
31007015006P4;SUDESTE;RJ;IME;RIO DE JANEIRO;ENGENHARIA DE MATERIAIS E METALÚRGICA
31007015007P0;SUDESTE;RJ;IME;RIO DE JANEIRO;ENGENHARIA NUCLEAR
31007015009P3;SUDESTE;RJ;IME;RIO DE JANEIRO;CIÊNCIA DA COMPUTAÇÃO
31007015010P1;SUDESTE;RJ;IME;RIO DE JANEIRO;ENGENHARIA DE TRANSPORTES
31007015011P8;SUDESTE;RJ;IME;RIO DE JANEIRO;INTERDISCIPLINAR
31008011001P9;SUDESTE;RJ;IMPA;RIO DE JANEIRO;MATEMÁTICA
31008011002P5;SUDESTE;RJ;IMPA;RIO DE JANEIRO;MATEMÁTICA
31009018001P5;SUDESTE;RJ;CBPF;RIO DE JANEIRO;FÍSICA
31009018003P8;SUDESTE;RJ;CBPF;RIO DE JANEIRO;FÍSICA
31010016001P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;PARASITOLOGIA
31010016002P6;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016003P2;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;MEDICINA
31010016004P9;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;BIOQUÍMICA
31010016005P5;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016006P1;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;HISTÓRIA
31010016007P8;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016008P4;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;MEDICINA
31010016009P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;ENSINO
31010016012P1;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016013P8;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;BIOQUÍMICA
31010016014P4;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016015P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016016P7;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016019P6;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016020P4;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016021P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016022P7;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016023P3;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;FARMÁCIA
31010016024P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016025P6;SUL;PR;FIOCRUZ;CURITIBA;GENÉTICA
31010016026P2;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;MEDICINA
31010016027P9;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016028P5;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;ZOOLOGIA
31010016029P1;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;MEDICINA
31010016030P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;PARASITOLOGIA
31010016031P6;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;SAÚDE COLETIVA
31010016148P0;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;MEDICINA VETERINÁRIA
31010016149P7;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31010016150P5;SUDESTE;RJ;FIOCRUZ;RIO DE JANEIRO;INTERDISCIPLINAR
31011012002P2;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;ECONOMIA
31011012004P5;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;ADMINISTRAÇÃO
31011012009P7;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;HISTÓRIA
31011012010P5;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;ECONOMIA
31011012011P1;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;ADMINISTRAÇÃO
31011012012P8;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;HISTÓRIA
31011012013P4;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;MATEMÁTICA
31011012014P0;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;ADMINISTRAÇÃO
31011012015P7;SUDESTE;RJ;FGV/RJ;RIO DE JANEIRO;DIREITO
31013015001P9;SUDESTE;RJ;ON;RIO DE JANEIRO;ASTRONOMIA
31013015002P5;SUDESTE;RJ;ON;RIO DE JANEIRO;GEOCIÊNCIAS
31017010005P0;SUDESTE;RJ;USU;RIO DE JANEIRO;INTERDISCIPLINAR
31018017007P9;SUDESTE;RJ;UNESA;RIO DE JANEIRO;DIREITO
31018017008P5;SUDESTE;RJ;UNESA;RIO DE JANEIRO;ADMINISTRAÇÃO
31018017010P0;SUDESTE;RJ;UNESA;RIO DE JANEIRO;EDUCAÇÃO
31018017011P6;SUDESTE;RJ;UNESA;RIO DE JANEIRO;SAÚDE COLETIVA
31018017012P2;SUDESTE;RJ;UNESA;RIO DE JANEIRO;ODONTOLOGIA
31019013001P7;SUDESTE;RJ;UCP/RJ;PETRÓPOLIS;EDUCAÇÃO
31019013002P3;SUDESTE;RJ;UCP/RJ;PETRÓPOLIS;DIREITO
31019013003P0;SUDESTE;RJ;UCP/RJ;PETRÓPOLIS;PSICOLOGIA
31019013004P6;SUDESTE;RJ;UCP/RJ;PETRÓPOLIS;INTERDISCIPLINAR
31021018001P8;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ENFERMAGEM
31021018002P4;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;INTERDISCIPLINAR
31021018003P0;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ARTES
31021018004P7;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ARTES
31021018006P0;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;MEDICINA
31021018007P6;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;EDUCAÇÃO
31021018008P2;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;MUSEOLOGIA
31021018009P9;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;CIÊNCIA DA COMPUTAÇÃO
31021018010P7;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;HISTÓRIA
31021018012P0;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;MEDICINA
31021018013P6;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ENFERMAGEM
31021018014P2;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ZOOLOGIA
31021018015P9;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;DIREITO
31021018016P5;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;GENÉTICA
31021018017P1;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
31021018018P8;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;CIÊNCIA DA INFORMAÇÃO
31021018019P4;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;CIÊNCIA DA INFORMAÇÃO
31021018020P2;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ARTES
31021018021P9;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;MEDICINA
31021018022P5;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ENFERMAGEM
31021018024P8;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;ARTES
31021018156P1;SUDESTE;RJ;UNIRIO;RIO DE JANEIRO;CIÊNCIAS AMBIENTAIS
31022014001P4;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;ENGENHARIA DE PRODUÇÃO
31022014003P7;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;MATERIAIS
31022014004P3;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;ENGENHARIA ELÉTRICA
31022014005P0;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;ENSINO
31022014006P6;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;INTERDISCIPLINAR
31022014007P2;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;ENGENHARIA ELÉTRICA
31022014008P9;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;FILOSOFIA
31022014009P5;SUDESTE;RJ;CEFET/RJ;RIO DE JANEIRO;CIÊNCIA DA COMPUTAÇÃO
31025013002P0;SUDESTE;RJ;UNIVERSO;NITERÓI;EDUCAÇÃO FÍSICA
31025013003P6;SUDESTE;RJ;UNIVERSO;NITERÓI;HISTÓRIA
31025013004P2;SUDESTE;RJ;UNIVERSO;NITERÓI;PSICOLOGIA
31027016002P2;SUDESTE;RJ;USS;VASSOURAS;ENSINO
31027016003P9;SUDESTE;RJ;USS;VASSOURAS;CIÊNCIAS AMBIENTAIS
31027016004P5;SUDESTE;RJ;USS;VASSOURAS;MEDICINA
31030017001P3;SUDESTE;RJ;UVA;RIO DE JANEIRO;ODONTOLOGIA
31030017003P6;SUDESTE;RJ;UVA;RIO DE JANEIRO;INTERDISCIPLINAR
31030017004P2;SUDESTE;RJ;UVA;RIO DE JANEIRO;CIÊNCIAS AMBIENTAIS
31030017005P9;SUDESTE;RJ;UVA;RIO DE JANEIRO;INTERDISCIPLINAR
31030017006P5;SUDESTE;RJ;UVA;RIO DE JANEIRO;DIREITO
31032010002P6;SUDESTE;RJ;UCAM;RIO DE JANEIRO;DIREITO
31032010003P2;SUDESTE;RJ;UCAM;CAMPOS DOS GOYTACAZES;ENGENHARIA DE PRODUÇÃO
31032010006P1;SUDESTE;RJ;UCAM;RIO DE JANEIRO;ECONOMIA
31032010007P8;SUDESTE;RJ;UCAM;CAMPOS DOS GOYTACAZES;PLANEJAMENTO URBANO E REGIONAL
31032010008P4;SUDESTE;RJ;UCAM;CAMPOS DOS GOYTACAZES;ENGENHARIA DE PRODUÇÃO
31032010010P9;SUDESTE;RJ;UCAM;RIO DE JANEIRO;SOCIOLOGIA
31032010011P5;SUDESTE;RJ;UCAM;RIO DE JANEIRO;PLANEJAMENTO URBANO E REGIONAL
31033016001P2;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;AGRONOMIA
31033016002P9;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;BIOLOGIA GERAL
31033016003P5;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ENGENHARIA DE PRODUÇÃO
31033016005P8;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ENGENHARIA DE MATERIAIS E METALÚRGICA
31033016008P7;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ZOOTECNIA
31033016009P3;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ENGENHARIA MECÂNICA
31033016010P1;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;INTERDISCIPLINAR
31033016011P8;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;INTERDISCIPLINAR
31033016012P4;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ENGENHARIA CIVIL
31033016013P0;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;INTERDISCIPLINAR
31033016014P7;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;ECOLOGIA
31033016015P3;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;AGRONOMIA
31033016017P6;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;SOCIOLOGIA
31033016018P2;SUDESTE;RJ;UENF;CAMPOS DOS GOYTACAZES;BIOTECNOLOGIA
31034012001P9;SUDESTE;RJ;IBMEC;RIO DE JANEIRO;ADMINISTRAÇÃO
31034012002P5;SUDESTE;RJ;IBMEC;RIO DE JANEIRO;ECONOMIA
31035019001P5;SUDESTE;RJ;UNIGRANRIO;DUQUE DE CAXIAS;ODONTOLOGIA
31035019002P1;SUDESTE;RJ;UNIGRANRIO;RIO DE JANEIRO;ADMINISTRAÇÃO
31035019003P8;SUDESTE;RJ;UNIGRANRIO;DUQUE DE CAXIAS;ENSINO
31035019004P4;SUDESTE;RJ;UNIGRANRIO;DUQUE DE CAXIAS;INTERDISCIPLINAR
31035019005P0;SUDESTE;RJ;UNIGRANRIO;DUQUE DE CAXIAS;FISIOLOGIA
31035019006P7;SUDESTE;RJ;UNIGRANRIO;DUQUE DE CAXIAS;ODONTOLOGIA
31036015001P1;SUDESTE;RJ;LNCC;PETRÓPOLIS;INTERDISCIPLINAR
31040012001P5;SUDESTE;RJ;IFF;MACAÉ;ENGENHARIA SANITÁRIA
31040012002P1;SUDESTE;RJ;IFF;CAMPOS DOS GOYTACAZES;INTERDISCIPLINAR
31045014001P7;SUDESTE;RJ;ENCE;RIO DE JANEIRO;DEMOGRAFIA
31049010001P6;SUDESTE;RJ;CPII;RIO DE JANEIRO;ENSINO
31050018001P7;SUDESTE;RJ;IFRJ;NILÓPOLIS;ENSINO
31050018002P3;SUDESTE;RJ;IFRJ;RIO DE JANEIRO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
31050018003P0;SUDESTE;RJ;IFRJ;NILÓPOLIS;ENSINO
31055010001P2;SUDESTE;RJ;MAST;RIO DE JANEIRO;MUSEOLOGIA
31056016001P5;SUDESTE;RJ;IRD;RIO DE JANEIRO;INTERDISCIPLINAR
31057012001P1;SUDESTE;RJ;JBRJ;RIO DE JANEIRO;BOTÂNICA
31057012002P8;SUDESTE;RJ;JBRJ;RIO DE JANEIRO;ECOLOGIA
31058019002P4;SUDESTE;RJ;IEN;RIO DE JANEIRO;ENGENHARIA NUCLEAR
31059015001P4;SUDESTE;RJ;UNIPLI;NITERÓI;ENSINO
31061010001P9;SUDESTE;RJ;INCA;RIO DE JANEIRO;MEDICINA
31063012001P8;SUDESTE;RJ;UNISUAM;RIO DE JANEIRO;CIÊNCIAS AMBIENTAIS
31063012002P4;SUDESTE;RJ;UNISUAM;RIO DE JANEIRO;FISIOTERAPIA E TERAPIA OCUPACIONAL
31066011001P7;SUDESTE;RJ;CESGRANRIO;RIO DE JANEIRO;INTERDISCIPLINAR
31067018001P3;SUDESTE;RJ;UNIFOA;VOLTA REDONDA;ENSINO
31067018002P0;SUDESTE;RJ;UNIFOA;VOLTA REDONDA;MATERIAIS
31068014001P0;SUDESTE;RJ;INPI;RIO DE JANEIRO;INTERDISCIPLINAR
31068014002P6;SUDESTE;RJ;INPI;RIO DE JANEIRO;INTERDISCIPLINAR
31069010001P6;SUDESTE;RJ;INMETRO;DUQUE DE CAXIAS;ENGENHARIA DE PRODUÇÃO
31069010002P2;SUDESTE;RJ;INMETRO;DUQUE DE CAXIAS;BIOTECNOLOGIA
31070019001P0;SUDESTE;RJ;EGN;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31073018001P0;SUDESTE;RJ;INC;RIO DE JANEIRO;MEDICINA
31073018002P6;SUDESTE;RJ;INC;RIO DE JANEIRO;SAÚDE COLETIVA
31075010001P2;SUDESTE;RJ;SBM;RIO DE JANEIRO;MATEMÁTICA
31076017001P9;SUDESTE;RJ;IPHAN;RIO DE JANEIRO;INTERDISCIPLINAR
31088015001P3;SUDESTE;RJ;UEZO;RIO DE JANEIRO;MATERIAIS
31088015002P0;SUDESTE;RJ;UEZO;RIO DE JANEIRO;CIÊNCIAS AMBIENTAIS
31096018001P2;SUDESTE;RJ;UNIFA;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31098010001P5;SUDESTE;RJ;ECEME;RIO DE JANEIRO;CIÊNCIA POLÍTICA
31099017001P1;SUDESTE;RJ;INTO;RIO DE JANEIRO;MORFOLOGIA
31102000001P6;NORDESTE;AL;UFAL;MACEIÓ;ADMINISTRAÇÃO
31105009001P1;SUDESTE;MG;FDC;NOVA LIMA;ADMINISTRAÇÃO
31106005001P8;SUDESTE;MG;FESP;PASSOS;PLANEJAMENTO URBANO E REGIONAL
31115004001P3;SUDESTE;MG;IETEC;BELO HORIZONTE;INTERDISCIPLINAR
32001010001P7;SUDESTE;MG;UFMG;BELO HORIZONTE;EDUCAÇÃO
32001010002P3;SUDESTE;MG;UFMG;BELO HORIZONTE;FÍSICA
32001010003P0;SUDESTE;MG;UFMG;BELO HORIZONTE;MATEMÁTICA
32001010004P6;SUDESTE;MG;UFMG;BELO HORIZONTE;CIÊNCIA DA COMPUTAÇÃO
32001010005P2;SUDESTE;MG;UFMG;BELO HORIZONTE;QUÍMICA
