"";"CD_PROGRAMA_IES";"Count";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"Prof_Perm";"Soma_patentes";"Soma_produtos";"Soma_Aplicativos";"Forma_docente";"Forma_discente";"Colabora_cientifica";"CP";"Indice_MI";"Patente_prof";"Produto_prof";"App_prof";"Indice_PT";"new_indice_PT"
"1467";"33001014010P9";1467;3;0;1988;0;5;16;0;0;0;166666667;212765957;5125;418253968;327546648;0;0;0;0;658,1875
"1468";"33001014011P5";1468;3;0;1988;0;5;35;1;0;0;142857143;155555556;459558824;515046296;318254455;28571429;0;0;952381;300,885714285714
"1469";"33001014013P8";1469;3;0;1992;0;4;19;4;0;1;50877193;38028169;51397773;345175439;437051697;210526316;0;52631579;87719298;554,263157894737
"1470";"33001014015P0";1470;3;0;1994;0;4;19;0;2;0;614035088;346153846;535714286;380448718;469087984;0;105263158;0;35087719;554,263157894737
"1471";"33001014016P7";1471;3;0;1997;0;6;26;1;1;0;371794872;92105263;304080912;630107527;349522143;38461538;38461538;0;25641026;405,038461538462
"1472";"33001014018P0";1472;3;0;2002;0;4;16;1;2;0;333333333;108695652;469806763;372916667;321188104;625;125;0;625;658,1875
"1473";"33001014020P4";1473;3;0;2004;0;4;22;33;4;0;681818182;666666667;75;492892157;647844251;1;181818182;0;393939394;478,681818181818
"1474";"33001014021P0";1474;3;0;2005;0;4;26;0;0;0;294871795;2;6875;519354839;425431658;0;0;0;0;405,038461538462
"1475";"33001014022P7";1475;3;0;2006;0;3;14;0;0;3;714285714;666666667;56;499561404;610128446;0;0;214285714;71428571;752,214285714286
"1476";"33001014023P3";1476;3;0;2007;0;5;10;0;0;0;333333333;177777778;496334311;364705882;343037826;0;0;0;0;1053,1
"1477";"33001014025P6";1477;3;0;2008;0;6;21;0;0;0;444444444;342857143;533039858;401449275;43044768;0;0;0;0;501,47619047619
"1478";"33001014026P2";1478;3;0;2008;0;4;13;0;0;1;512820513;289473684;5625;414583333;444844383;0;0;76923077;25641026;810,076923076923
"1479";"33001014027P9";1479;3;0;2008;0;4;20;0;0;0;783333333;591836735;551724138;495238095;605533075;0;0;0;0;526,55
"1480";"33001014028P5";1480;3;0;2008;0;4;24;1;0;0;388888889;222222222;490139517;416346154;379399196;41666667;0;0;13888889;438,791666666667
"1481";"33001014030P0";1481;3;0;2008;0;3;11;0;0;0;636363636;757575758;599759615;456944444;612660863;0;0;0;0;957,363636363636
"1482";"33001014031P6";1482;3;0;2008;0;5;19;0;0;2;421052632;169811321;410353535;359027778;340061316;0;0;105263158;35087719;554,263157894737
"1483";"33001014032P2";1483;3;0;2009;0;3;11;1;0;0;606060606;8;541187739;381547619;582198991;90909091;0;0;3030303;957,363636363636
"1484";"33001014034P5";1484;3;0;2010;0;3;12;2;0;3;611111111;68;564102564;363541667;554688835;166666667;0;25;138888889;877,583333333333
"1485";"33001014035P1";1485;3;0;2010;0;3;12;0;0;0;444444444;586206897;692307692;292708333;503916842;0;0;0;0;877,583333333333
"1486";"33001014036P8";1486;3;0;2010;0;3;15;0;0;0;288888889;176470588;455;599074074;379858388;0;0;0;0;702,066666666667
"1487";"33001014038P0";1487;3;0;2011;1;3;13;0;0;0;743589744;340909091;982142857;454761905;630350899;0;0;0;0;810,076923076923
"1488";"33001014039P7";1488;3;0;2011;0;3;13;0;2;0;58974359;766666667;604166667;483974359;611137821;0;153846154;0;51282051;810,076923076923
"1489";"33001014040P5";1489;3;0;2011;1;3;14;0;2;1;738095238;705882353;582606589;420175439;611689905;0;142857143;71428571;71428571;752,214285714286
"1490";"33001014041P1";1490;3;0;2011;0;3;17;0;0;0;568627451;333333333;556900452;3825;460340309;0;0;0;0;619,470588235294
"1491";"33001014042P8";1491;3;0;2012;0;3;16;4;0;5;458333333;625;548387097;480769231;528122415;25;0;3125;1875;658,1875
"1492";"33001014043P4";1492;3;0;2012;0;3;20;0;0;0;533333333;447058824;630128205;361742424;493065697;0;0;0;0;526,55
"1493";"33001014044P0";1493;3;0;2012;0;3;10;0;0;0;533333333;870967742;576591512;363888889;586195369;0;0;0;0;1053,1
"1494";"33001014046P3";1494;3;0;2013;1;3;25;0;0;0;56;519230769;565000797;445138889;522342614;0;0;0;0;421,24
"1495";"33001014047P0";1495;3;0;2013;0;4;23;0;0;0;594202899;40625;618542015;430902778;512474423;0;0;0;0;457,869565217391
"1496";"33001014048P6";1496;3;0;2013;1;3;19;1;0;0;421052632;6;530357143;427272727;494670625;52631579;0;0;1754386;554,263157894737
"1497";"33001014049P2";1497;3;0;2013;1;3;15;0;0;0;444444444;514285714;620634921;345098039;48111578;0;0;0;0;702,066666666667
"1498";"33001014050P0";1498;3;0;2014;0;4;22;0;0;0;590909091;481481481;603703704;359782609;508969221;0;0;0;0;478,681818181818
"1499";"33001014051P7";1499;3;0;2014;0;3;14;5;0;0;476190476;733333333;584964076;506770833;57531468;357142857;0;0;119047619;752,214285714286
"1500";"33001014052P3";1500;3;0;2016;0;3;10;0;0;0;666666667;785714286;625;395;618095238;0;0;0;0;1053,1
"1501";"33002010001P6";1501;2;0;1971;0;6;95;0;0;0;312280702;180487805;488367569;41770073;349709201;0;0;0;0;110,852631578947
"1502";"33002010002P2";1502;2;0;1970;0;7;111;3;0;0;162162162;141104294;35248999;507066667;290705778;27027027;0;0;9009009;94,8738738738739
"1503";"33002010003P9";1503;2;0;1973;0;5;32;0;0;0;333333333;191011236;505416667;531851852;390403272;0;0;0;0;329,09375
"1504";"33002010004P5";1504;2;0;1973;0;7;28;1;0;3;178571429;222222222;443894542;374107143;304698834;35714286;0;107142857;47619048;376,107142857143
"1505";"33002010005P1";1505;2;0;1970;0;6;47;0;0;1;19858156;134328358;489850427;469892473;323163205;0;0;21276596;7092199;224,063829787234
"1506";"33002010007P4";1506;2;0;1970;0;7;28;0;0;1;273809524;409836066;351190476;530405405;391310368;0;0;35714286;11904762;376,107142857143
"1507";"33002010013P4";1507;2;0;1970;0;4;17;0;0;0;294117647;333333333;445238095;297058824;342436975;0;0;0;0;619,470588235294
"1508";"33002010016P3";1508;2;0;1975;0;6;15;0;0;0;2;3;420400433;405833333;331558442;0;0;0;0;702,066666666667
"1509";"33002010017P0";1509;2;0;1970;0;7;40;1;0;0;391666667;284090909;468112245;556292517;425040584;25;0;0;8333333;263,275
"1510";"33002010018P6";1510;2;0;1970;0;6;24;4;0;1;263888889;232142857;527246914;461111111;371097443;166666667;0;41666667;69444444;438,791666666667
"1511";"33002010019P2";1511;2;0;1977;0;5;21;0;0;0;444444444;422222222;522207587;419551282;452106384;0;0;0;0;501,47619047619
"1512";"33002010022P3";1512;2;0;1973;0;6;31;4;0;0;322580645;296875;476052049;49537037;397719516;129032258;0;0;43010753;339,709677419355
"1513";"33002010023P0";1513;2;0;1972;0;5;15;0;0;0;444444444;482758621;666666667;521929825;528949889;0;0;0;0;702,066666666667
"1514";"33002010026P9";1514;2;0;1976;0;7;21;4;0;0;46031746;416666667;545454545;551736111;493543696;19047619;0;0;63492063;501,47619047619
"1515";"33002010027P5";1515;2;0;1970;0;6;24;0;0;0;25;111111111;366071429;425757576;288235029;0;0;0;0;438,791666666667
"1516";"33002010028P1";1516;2;0;1971;0;7;29;0;0;0;24137931;2;481891478;411342593;333653345;0;0;0;0;363,137931034483
"1517";"33002010029P8";1517;2;0;1972;0;6;22;0;0;1;424242424;278481013;42748893;336666667;366719758;0;0;45454545;15151515;478,681818181818
"1518";"33002010030P6";1518;2;0;1974;0;7;24;0;0;0;402777778;149253731;557692308;39495614;376169989;0;0;0;0;438,791666666667
"1519";"33002010031P2";1519;2;0;1971;0;7;41;0;0;0;138211382;225609756;527777778;484545455;344036093;0;0;0;0;256,853658536585
"1520";"33002010032P9";1520;2;0;1971;0;6;55;0;0;0;206060606;114832536;480596285;434615385;309026203;0;0;0;0;191,472727272727
"1521";"33002010033P5";1521;2;0;1971;0;4;29;0;0;0;344827586;196261682;622474747;409722222;39332156;0;0;0;0;363,137931034483
"1522";"33002010034P1";1522;2;0;1971;0;5;18;0;0;0;425925926;14893617;534210526;427536232;384152214;0;0;0;0;585,055555555556
"1523";"33002010035P8";1523;2;0;1971;0;7;33;0;0;0;191919192;167597765;514194139;466666667;335094441;0;0;0;0;319,121212121212
"1524";"33002010036P4";1524;2;0;1970;0;7;24;0;0;0;180555556;163934426;6;434444444;344733607;0;0;0;0;438,791666666667
"1525";"33002010037P0";1525;2;0;1970;0;7;23;0;0;9;434782609;257142857;512121212;431666667;408928336;0;0;391304348;130434783;457,869565217391
"1526";"33002010038P7";1526;2;0;1970;0;4;23;0;1;0;246376812;177083333;429177313;334666667;296826031;0;43478261;0;14492754;457,869565217391
"1527";"33002010039P3";1527;2;0;1975;0;4;17;0;0;0;352941176;137254902;405448718;358333333;313494532;0;0;0;0;619,470588235294
"1528";"33002010040P1";1528;2;0;1976;0;4;21;0;0;0;349206349;268292683;428661616;489722222;383970718;0;0;0;0;501,47619047619
"1529";"33002010045P3";1529;2;0;1968;0;6;83;21;2;10;232931727;331658291;520979703;424027778;377399375;253012048;24096386;120481928;13253012;126,879518072289
"1530";"33002010046P0";1530;2;0;1971;0;6;50;14;5;17;4;352941176;650106838;421327684;456093924;28;1;34;24;210,62
"1531";"33002010047P6";1531;2;0;1976;0;5;15;2;0;0;311111111;210526316;298952277;326851852;286860389;133333333;0;0;44444444;702,066666666667
"1532";"33002010048P2";1532;2;0;1971;0;7;15;10;0;0;444444444;424657534;599107143;438157895;476591754;666666667;0;0;222222222;702,066666666667
"1533";"33002010049P9";1533;2;0;1970;0;4;9;0;0;3;37037037;594594595;6875;404487179;514238036;0;0;333333333;111111111;1170,11111111111
"1534";"33002010050P7";1534;2;0;1976;0;6;82;51;11;1;284552846;416030534;472252492;49751462;417587623;62195122;134146341;12195122;256097561;128,426829268293
"1535";"33002010052P0";1535;2;0;1971;0;4;15;8;5;1;555555556;74;629419192;409920635;583723846;533333333;333333333;66666667;311111111;702,066666666667
"1536";"33002010053P6";1536;2;0;1968;0;6;23;5;0;1;275362319;310344828;551005747;511904762;412154414;217391304;0;43478261;86956522;457,869565217391
"1537";"33002010055P9";1537;2;0;1976;0;4;13;1;0;0;487179487;392857143;512006579;345833333;434469136;76923077;0;0;25641026;810,076923076923
"1538";"33002010056P5";1538;2;0;1975;0;6;28;0;0;0;261904762;483870968;472291667;55625;443579349;0;0;0;0;376,107142857143
"1539";"33002010057P1";1539;2;0;1978;0;6;17;2;0;0;235294118;346153846;317943723;47875;344535422;117647059;0;0;39215686;619,470588235294
"1540";"33002010059P4";1540;2;0;1973;0;4;18;0;0;0;240740741;162790698;512254902;564333333;370029918;0;0;0;0;585,055555555556
"1541";"33002010061P9";1541;2;0;1978;0;6;12;2;1;0;527777778;4;536129568;558333333;50556017;166666667;83333333;0;83333333;877,583333333333
"1542";"33002010062P5";1542;2;0;1977;0;5;23;0;0;0;333333333;235294118;435;63828125;410477175;0;0;0;0;457,869565217391
"1543";"33002010064P8";1543;2;0;1973;0;4;16;0;0;0;208333333;235294118;415224359;609375;367056702;0;0;0;0;658,1875
"1544";"33002010067P7";1544;2;0;1970;0;6;56;0;0;0;410714286;344370861;550188849;506400966;45291874;0;0;0;0;188,053571428571
"1545";"33002010068P3";1545;2;0;1973;0;5;21;0;0;1;412698413;3;553088803;628333333;473530137;0;0;47619048;15873016;501,47619047619
"1546";"33002010069P0";1546;2;0;1973;0;5;24;0;0;0;263888889;197183099;467971014;50245098;357873496;0;0;0;0;438,791666666667
"1547";"33002010070P8";1547;2;0;1978;0;4;11;2;0;0;212121212;230769231;284848485;705128205;358216783;181818182;0;0;60606061;957,363636363636
"1548";"33002010072P0";1548;2;0;1972;0;5;36;0;0;0;287037037;307692308;416666667;558854167;392562545;0;0;0;0;292,527777777778
"1549";"33002010073P7";1549;2;0;1974;0;6;20;0;0;0;366666667;253968254;515079365;500595238;409077381;0;0;0;0;526,55
"1550";"33002010077P2";1550;2;0;1971;0;5;43;2;8;6;15503876;113207547;220605886;485;243463048;46511628;186046512;139534884;124031008;244,906976744186
"1551";"33002010078P9";1551;2;0;1973;0;6;13;6;0;0;641025641;617647059;503778468;630392157;598210831;461538462;0;0;153846154;810,076923076923
"1552";"33002010079P5";1552;2;0;1972;0;7;23;1;3;0;47826087;352941176;487053571;529166667;461855571;43478261;130434783;0;57971014;457,869565217391
"1553";"33002010080P3";1553;2;0;1972;0;5;8;0;0;0;708333333;583333333;506978438;565;590911276;0;0;0;0;1316,375
"1554";"33002010081P0";1554;2;0;1978;0;4;14;6;2;1;380952381;266666667;507254534;441666667;399135062;428571429;142857143;71428571;214285714;752,214285714286
"1555";"33002010083P2";1555;2;0;1973;0;5;16;0;1;0;1875;155172414;402873563;510416667;313990661;0;625;0;20833333;658,1875
"1556";"33002010084P9";1556;2;0;1977;0;7;34;0;1;2;274509804;195121951;45538073;60745614;383117156;0;29411765;58823529;29411765;309,735294117647
"1557";"33002010085P5";1557;2;0;1975;0;7;43;0;0;0;302325581;321428571;461764706;558045977;410891209;0;0;0;0;244,906976744186
"1558";"33002010086P1";1558;2;0;1970;0;6;17;0;0;0;450980392;347826087;567725753;54384058;477593203;0;0;0;0;619,470588235294
"1559";"33002010096P7";1559;2;0;1972;0;5;28;0;0;0;452380952;346666667;477671451;496491228;443302575;0;0;0;0;376,107142857143
"1560";"33002010097P3";1560;2;0;1972;0;5;81;0;5;4;271604938;188679245;602155172;427522936;372490573;0;61728395;49382716;37037037;130,012345679012
"1561";"33002010098P0";1561;2;0;1978;0;4;15;0;0;0;422222222;274193548;524703557;359803922;395230812;0;0;0;0;702,066666666667
"1562";"33002010099P6";1562;2;0;1976;0;7;27;5;3;0;469135802;318181818;492080201;456313131;433927738;185185185;111111111;0;98765432;390,037037037037
"1563";"33002010103P3";1563;2;0;1971;0;7;24;0;0;0;319444444;428571429;519429825;452666667;430028091;0;0;0;0;438,791666666667
"1564";"33002010104P0";1564;2;0;1975;0;3;14;0;0;1;357142857;580645161;569097222;435119048;485501072;0;0;71428571;23809524;752,214285714286
"1565";"33002010105P6";1565;2;0;1971;0;5;15;0;0;0;644444444;3125;503623188;399509804;465019359;0;0;0;0;702,066666666667
"1566";"33002010106P2";1566;2;0;1971;0;4;21;0;0;0;349206349;4375;510416667;434057971;432795247;0;0;0;0;501,47619047619
"1567";"33002010107P9";1567;2;0;1971;0;5;29;0;0;0;287356322;197368421;500240385;381372549;341584419;0;0;0;0;363,137931034483
"1568";"33002010108P5";1568;2;0;1971;0;4;35;0;0;0;457142857;52;485416667;450193798;478188331;0;0;0;0;300,885714285714
"1569";"33002010109P1";1569;2;0;1971;0;4;18;0;0;1;537037037;327272727;511312217;41969697;448829738;0;0;55555556;18518519;585,055555555556
"1570";"33002010110P0";1570;2;0;1971;0;6;22;0;0;0;303030303;261904762;538936782;45308642;389239567;0;0;0;0;478,681818181818
"1571";"33002010111P6";1571;2;0;1971;0;4;13;0;0;0;384615385;375;944444444;46875;543202457;0;0;0;0;810,076923076923
"1572";"33002010112P2";1572;2;0;1971;0;5;22;0;0;1;287878788;338983051;493055556;345833333;366437682;0;0;45454545;15151515;478,681818181818
"1573";"33002010113P9";1573;2;0;1977;0;4;15;0;0;1;422222222;194444444;396626984;410294118;355896942;0;0;66666667;22222222;702,066666666667
"1574";"33002010115P1";1574;2;0;1974;0;4;33;0;0;0;272727273;181818182;463447682;497794118;353946813;0;0;0;0;319,121212121212
"1575";"33002010116P8";1575;2;0;1982;0;6;25;0;0;6;413333333;212121212;539348118;40479798;392400161;0;0;24;8;421,24
"1576";"33002010117P4";1576;2;0;1980;0;6;23;0;0;0;246376812;288888889;44362314;644230769;405779902;0;0;0;0;457,869565217391
"1577";"33002010118P0";1577;2;0;1982;0;6;19;0;0;0;140350877;137931034;514585004;574561404;34185708;0;0;0;0;554,263157894737
"1578";"33002010120P5";1578;2;0;1981;0;6;16;0;0;0;333333333;195121951;400560224;570402299;374854452;0;0;0;0;658,1875
"1579";"33002010121P1";1579;2;0;1983;0;7;28;8;0;0;333333333;259259259;539473684;5109375;410750944;285714286;0;0;95238095;376,107142857143
"1580";"33002010123P4";1580;2;0;1983;0;6;21;2;7;0;317460317;24137931;336693548;50462963;350040701;95238095;333333333;0;142857143;501,47619047619
"1581";"33002010124P0";1581;2;0;1973;0;7;19;0;0;0;350877193;285714286;48939458;365350877;372834234;0;0;0;0;554,263157894737
"1582";"33002010125P7";1582;2;0;1975;0;5;34;15;0;0;18627451;166666667;451244161;586775362;347740175;441176471;0;0;147058824;309,735294117647
"1583";"33002010126P3";1583;2;0;1970;0;4;18;0;0;0;333333333;416666667;47745098;273809524;375315126;0;0;0;0;585,055555555556
"1584";"33002010127P0";1584;2;0;1986;0;7;29;0;0;0;379310345;351351351;435144928;266954023;358190162;0;0;0;0;363,137931034483
"1585";"33002010129P2";1585;2;0;1987;0;6;18;0;0;0;333333333;296296296;466856061;556481481;413241793;0;0;0;0;585,055555555556
"1586";"33002010130P0";1586;2;0;1970;0;5;39;5;0;13;376068376;279661017;55030755;429142857;40879495;128205128;0;333333333;153846154;270,025641025641
"1587";"33002010131P7";1587;2;0;1970;0;4;8;0;0;0;625;526315789;571428571;40530303;532011848;0;0;0;0;1316,375
"1588";"33002010132P3";1588;2;0;1987;0;4;21;1;0;2;349206349;279069767;47442348;534090909;409197626;47619048;0;95238095;47619048;501,47619047619
"1589";"33002010133P0";1589;2;0;1987;0;5;18;0;0;0;166666667;380952381;49047619;515333333;388357143;0;0;0;0;585,055555555556
"1590";"33002010138P1";1590;2;0;1988;0;3;14;0;0;0;476190476;136363636;297003517;570833333;370097741;0;0;0;0;752,214285714286
"1591";"33002010141P2";1591;2;0;1988;0;5;25;8;4;0;173333333;108108108;294420394;501851852;269428422;32;16;0;16;421,24
"1592";"33002010145P8";1592;2;0;1990;0;6;25;0;0;0;84;473684211;537037037;462009804;578182763;0;0;0;0;421,24
"1593";"33002010149P3";1593;2;0;1989;0;5;18;4;0;0;759259259;708333333;65;431089744;637170584;222222222;0;0;74074074;585,055555555556
"1594";"33002010150P1";1594;2;0;1991;0;5;13;1;0;0;435897436;137931034;334868421;431372549;33501736;76923077;0;0;25641026;810,076923076923
"1595";"33002010151P8";1595;2;0;1989;0;5;19;0;0;2;561403509;376811594;530492424;478819444;486881743;0;0;105263158;35087719;554,263157894737
"1596";"33002010155P3";1596;2;0;1992;0;4;14;1;0;0;452380952;15625;496490642;517708333;405707482;71428571;0;0;23809524;752,214285714286
"1597";"33002010156P0";1597;2;0;1991;0;5;55;92;8;0;351515152;313131313;421357628;464479167;387620815;1;145454545;0;381818182;191,472727272727
"1598";"33002010161P3";1598;2;0;1990;0;4;13;3;0;1;282051282;4;499328802;475;414095021;230769231;0;76923077;102564103;810,076923076923
"1599";"33002010162P0";1599;2;0;1991;0;4;23;8;1;12;550724638;352941176;429086538;542592593;468836236;347826087;43478261;52173913;304347826;457,869565217391
"1600";"33002010163P6";1600;2;0;1991;0;4;6;0;0;0;555555556;470588235;542857143;383333333;488083567;0;0;0;0;1755,16666666667
"1601";"33002010165P9";1601;2;0;1994;0;5;25;1;0;0;48;183333333;617647059;396130952;419277836;4;0;0;13333333;421,24
"1602";"33002010168P8";1602;2;0;1994;0;5;21;0;0;0;380952381;322580645;667619048;405555556;444176907;0;0;0;0;501,47619047619
"1603";"33002010171P9";1603;2;0;1995;0;7;41;2;0;0;365853659;205357143;438848019;569722222;394945261;48780488;0;0;16260163;256,853658536585
"1604";"33002010172P5";1604;2;0;1994;0;6;21;0;0;0;444444444;326530612;498434898;579347826;462189445;0;0;0;0;501,47619047619
"1605";"33002010174P8";1605;2;0;1994;0;4;13;1;0;4;538461538;363636364;498513051;428333333;457236072;76923077;0;307692308;128205128;810,076923076923
"1606";"33002010175P4";1606;2;0;1996;0;3;13;0;0;0;666666667;575;816666667;467948718;631570513;0;0;0;0;810,076923076923
"1607";"33002010176P0";1607;2;0;1997;0;6;31;2;0;4;440860215;314814815;515180146;464534884;433847515;64516129;0;129032258;64516129;339,709677419355
"1608";"33002010177P7";1608;2;0;1996;0;5;47;0;0;0;404255319;305555556;766666667;541326531;504451018;0;0;0;0;224,063829787234
"1609";"33002010186P6";1609;2;0;2000;0;7;18;0;1;1;240740741;18;358173077;38030303;289804212;0;55555556;55555556;37037037;585,055555555556
"1610";"33002010188P9";1610;2;0;2002;0;4;21;1;0;2;507936508;45;571428571;463333333;498174603;47619048;0;95238095;47619048;501,47619047619
"1611";"33002010190P3";1611;2;0;2003;0;4;11;4;2;5;606060606;611111111;791666667;465;618459596;363636364;181818182;454545455;333333333;957,363636363636
"1612";"33002010191P0";1612;2;0;1970;0;7;58;25;2;0;201149425;130952381;490277778;446666667;317261563;431034483;34482759;0;155172414;181,568965517241
"1613";"33002010194P9";1613;2;0;2005;0;5;29;0;0;2;390804598;12195122;45177193;55;378631937;0;0;68965517;22988506;363,137931034483
"1614";"33002010195P5";1614;2;0;2006;0;5;21;0;0;0;53968254;555555556;612857143;461594203;54242236;0;0;0;0;501,47619047619
"1615";"33002010198P4";1615;2;0;2006;0;6;22;0;0;4;484848485;5;590838509;338978495;478666372;0;0;181818182;60606061;478,681818181818
"1616";"33002010200P9";1616;2;0;2006;0;6;21;0;0;0;507936508;380434783;557692308;306410256;438118464;0;0;0;0;501,47619047619
"1617";"33002010202P1";1617;2;0;2007;0;4;17;2;0;0;352941176;24;447152778;539166667;394815155;117647059;0;0;39215686;619,470588235294
"1618";"33002010203P8";1618;2;0;2007;0;4;29;0;0;2;413793103;369863014;467220345;440591398;422866965;0;0;68965517;22988506;363,137931034483
"1619";"33002010204P4";1619;2;0;2008;0;4;19;1;0;0;50877193;418604651;513398588;616025641;514200202;52631579;0;0;1754386;554,263157894737
"1620";"33002010208P0";1620;2;0;2009;0;4;18;0;0;0;611111111;422222222;586322188;469642857;522324595;0;0;0;0;585,055555555556
"1621";"33002010210P4";1621;2;0;2009;0;3;14;0;0;0;857142857;563636364;576923077;32962963;581832982;0;0;0;0;752,214285714286
"1622";"33002010211P0";1622;2;0;2010;0;3;18;0;0;0;537037037;878787879;6;451587302;616853054;0;0;0;0;585,055555555556
"1623";"33002010212P7";1623;2;0;2010;0;4;15;0;0;1;777777778;540983607;52394636;464583333;576822769;0;0;66666667;22222222;702,066666666667
"1624";"33002010213P3";1624;2;0;2010;0;5;15;0;0;0;177777778;228571429;451190476;55625;353447421;0;0;0;0;702,066666666667
"1625";"33002010214P0";1625;2;0;2010;0;3;12;3;1;25;611111111;274509804;522727273;375;445837047;25;83333333;1;444444444;877,583333333333
"1626";"33002010218P5";1626;2;0;2011;0;4;18;0;0;0;648148148;72;633333333;510227273;627927189;0;0;0;0;585,055555555556
"1627";"33002010219P1";1627;2;0;2011;0;6;39;0;0;0;324786325;223880597;441414417;398076923;347039565;0;0;0;0;270,025641025641
"1628";"33002010221P6";1628;2;0;2011;0;4;16;0;0;0;333333333;185185185;564516129;383333333;366591995;0;0;0;0;658,1875
"1629";"33002010222P2";1629;2;0;2011;0;5;28;0;0;0;226190476;20754717;476875624;442307692;338230241;0;0;0;0;376,107142857143
"1630";"33002010223P9";1630;2;0;2012;1;4;24;0;0;0;25;66;75;433035714;523258929;0;0;0;0;438,791666666667
"1631";"33002010224P5";1631;2;0;2012;0;4;16;0;0;3;458333333;575757576;586910774;45;517750421;0;0;1875;625;658,1875
"1632";"33002010226P8";1632;2;0;2012;0;3;15;0;0;0;755555556;840909091;608695652;583796296;697239149;0;0;0;0;702,066666666667
"1633";"33002010227P4";1633;2;0;2012;0;4;23;0;0;0;637681159;52173913;8;407471264;591722889;0;0;0;0;457,869565217391
"1634";"33002010228P0";1634;2;0;2013;0;4;22;0;0;0;757575758;483870968;642857143;430434783;578684663;0;0;0;0;478,681818181818
"1635";"33002010231P1";1635;2;0;2013;1;4;11;0;3;1;454545455;387096774;548891129;517361111;476973617;0;272727273;90909091;121212121;957,363636363636
"1636";"33002010232P8";1636;2;0;2013;0;3;13;0;0;0;58974359;75;1;390909091;68266317;0;0;0;0;810,076923076923
"1637";"33002010233P4";1637;2;0;2013;1;3;19;0;0;0;333333333;567164179;732007576;487345679;529962692;0;0;0;0;554,263157894737
"1638";"33002010235P7";1638;2;0;2013;1;3;20;0;0;9;683333333;716981132;653846154;468333333;630623488;0;0;45;15;526,55
"1639";"33002010236P3";1639;2;0;2013;0;4;12;0;0;0;666666667;513513514;583333333;500520833;566008587;0;0;0;0;877,583333333333
"1640";"33002010237P0";1640;2;0;2014;1;3;22;0;0;0;46969697;41509434;987745098;438405797;577735551;0;0;0;0;478,681818181818
"1641";"33002010238P6";1641;2;0;2013;0;4;20;3;0;0;566666667;304347826;388235294;486507937;436439431;15;0;0;5;526,55
"1642";"33002010239P2";1642;2;0;2013;0;4;12;3;0;0;555555556;727272727;471386946;585897436;585028166;25;0;0;83333333;877,583333333333
"1643";"33002010240P0";1643;2;0;2014;1;3;18;0;0;0;481481481;588235294;515734266;5625;53698776;0;0;0;0;585,055555555556
"1644";"33002010241P7";1644;2;0;2014;0;3;18;3;0;0;518518519;579710145;642857143;586805556;58197284;166666667;0;0;55555556;585,055555555556
"1645";"33002010242P3";1645;2;0;2015;0;5;24;0;0;1;5;5;77288961;522619048;573877165;0;0;41666667;13888889;438,791666666667
"1646";"33002010243P0";1646;2;0;2014;0;3;13;0;0;0;743589744;923076923;640756303;527380952;70870098;0;0;0;0;810,076923076923
"1647";"33002010244P6";1647;2;0;2015;0;3;16;0;0;0;729166667;75;556621773;392592593;607095258;0;0;0;0;658,1875
"1648";"33002010245P2";1648;2;0;2015;1;4;11;1;0;0;363636364;722222222;529500262;584615385;549993558;90909091;0;0;3030303;957,363636363636
"1649";"33002010246P9";1649;2;0;2016;1;4;11;0;0;0;606060606;705882353;825757576;638461538;694040518;0;0;0;0;957,363636363636
"1650";"33002088001P4";1650;2;0;1988;0;4;16;3;0;0;5;447368421;492724868;1;610023322;1875;0;0;625;658,1875
"1651";"33002088002P0";1651;2;0;2000;0;4;15;2;0;3;488888889;333333333;534567901;75;526697531;133333333;0;2;111111111;702,066666666667
"1652";"33002088004P3";1652;2;0;2013;1;3;14;1;0;2;761904762;604166667;645833333;1;75297619;71428571;0;142857143;71428571;752,214285714286
"1653";"33003017001P2";1653;2;0;1975;0;5;103;0;0;0;278317152;173469388;51808479;431837607;350427234;0;0;0;0;102,242718446602
"1654";"33003017002P9";1654;2;0;1969;0;7;85;0;1;1;109803922;121212121;414104176;479912281;281258125;0;11764706;11764706;7843137;123,894117647059
"1655";"33003017004P1";1655;2;0;1977;0;6;36;2;0;0;268518519;181818182;491170635;551553672;373265252;55555556;0;0;18518519;292,527777777778
"1656";"33003017005P8";1656;2;0;1977;0;7;43;19;0;2;294573643;253012048;547230315;449333333;386037335;441860465;0;46511628;162790698;244,906976744186
"1657";"33003017007P0";1657;2;0;1972;0;7;92;29;13;3;206521739;13215859;479125462;401155116;304740227;315217391;141304348;32608696;163043478;114,467391304348
"1658";"33003017015P3";1658;2;0;1974;0;6;18;0;0;0;388888889;292307692;6325;466666667;445090812;0;0;0;0;585,055555555556
"1659";"33003017016P0";1659;2;0;1971;0;6;22;0;0;0;378787879;168831169;533171319;379320988;365027839;0;0;0;0;478,681818181818
"1660";"33003017017P6";1660;2;0;1974;0;5;15;0;0;0;2;290322581;491452991;382608696;341096067;0;0;0;0;702,066666666667
"1661";"33003017019P9";1661;2;0;1976;0;7;33;0;0;0;353535354;16;524;465811966;37583683;0;0;0;0;319,121212121212
"1662";"33003017021P3";1662;2;0;1972;0;7;75;22;4;9;186666667;290519878;551521393;55257732;395321314;293333333;53333333;12;155555556;140,413333333333
