"";"CD_PROGRAMA_IES";"Count";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"Prof_Perm";"Soma_patentes";"Soma_produtos";"Soma_Aplicativos";"Forma_docente";"Forma_discente";"Colabora_cientifica";"CP";"Indice_MI";"Patente_prof";"Produto_prof";"App_prof";"Indice_PT";"new_indice_PT"
"1";"10001018002P1";1;3;0;2001;0;3;15;0;0;0;533333333;275862069;450100761;615740741;468759226;0;0;0;0;702,066666666667
"2";"10001018004P4";2;3;0;1999;0;4;15;1;1;0;822222222;609756098;475490196;524652778;608030323;66666667;66666667;0;44444444;702,066666666667
"3";"10001018005P0";3;3;0;2006;0;4;15;0;0;0;333333333;547619048;544642857;500980392;481643908;0;0;0;0;702,066666666667
"4";"10001018006P7";4;3;0;2006;0;4;9;0;3;0;666666667;458333333;805555556;43525641;591452991;0;333333333;0;111111111;1170,11111111111
"5";"10001018009P6";5;3;0;2009;0;3;10;0;2;0;433333333;403846154;553571429;425555556;454076618;0;2;0;66666667;1053,1
"6";"10001018010P4";6;3;0;2010;0;3;15;0;0;0;466666667;424657534;6;44047619;482950098;0;0;0;0;702,066666666667
"7";"10001018011P0";7;3;0;2010;0;3;11;0;0;0;636363636;396825397;638888889;320454545;498133117;0;0;0;0;957,363636363636
"8";"10001018012P7";8;3;0;2011;0;3;14;0;0;0;595238095;673913043;642857143;453125;59128332;0;0;0;0;752,214285714286
"9";"10001018016P2";9;3;0;2014;1;3;17;0;0;0;490196078;481481481;615740741;451315789;509683523;0;0;0;0;619,470588235294
"10";"10001018017P9";10;3;0;2013;0;3;15;4;3;1;711111111;672727273;560164835;436858974;595215548;266666667;2;66666667;177777778;702,066666666667
"11";"11001011004P7";11;3;0;2006;0;3;17;0;0;0;411764706;205882353;386363636;451388889;363849896;0;0;0;0;619,470588235294
"12";"11001011006P0";12;3;0;2011;0;3;15;0;0;0;733333333;85;583333333;430952381;649404762;0;0;0;0;702,066666666667
"13";"11001011070P0";13;3;0;2016;0;3;21;0;0;0;698412698;3875;994318182;425;62630772;0;0;0;0;501,47619047619
"14";"12001015001P0";14;3;0;1987;0;4;17;0;1;0;431372549;275362319;518939394;426136364;412952656;0;58823529;0;19607843;619,470588235294
"15";"12001015002P7";15;3;0;1987;0;4;28;10;1;0;25;174603175;479110106;416666667;330094987;357142857;35714286;0;130952381;376,107142857143
"16";"12001015003P3";16;3;0;1995;0;4;15;1;0;0;422222222;3125;450932018;571296296;439237634;66666667;0;0;22222222;702,066666666667
"17";"12001015006P2";17;3;0;1999;0;3;12;0;0;0;444444444;578947368;479166667;465277778;491959064;0;0;0;0;877,583333333333
"18";"12001015007P9";18;3;0;2000;0;4;21;0;0;0;777777778;519230769;528108466;529464286;588645325;0;0;0;0;501,47619047619
"19";"12001015008P5";19;3;0;2000;0;3;10;0;0;0;4;575757576;575980392;438095238;497458302;0;0;0;0;1053,1
"20";"12001015012P2";20;3;0;2001;0;5;26;0;1;21;346153846;285714286;529106029;394230769;388801233;0;38461538;807692308;282051282;405,038461538462
"21";"12001015013P9";21;3;0;2001;0;4;27;12;2;0;567901235;326315789;498851706;427380952;455112421;444444444;74074074;0;172839506;390,037037037037
"22";"12001015014P5";22;3;0;1998;0;3;26;0;0;0;58974359;35;520087732;489316239;48728689;0;0;0;0;405,038461538462
"23";"12001015015P1";23;3;0;1998;0;4;24;0;0;0;25;558823529;557575758;5890625;488865447;0;0;0;0;438,791666666667
"24";"12001015016P8";24;3;0;2003;0;3;16;10;9;0;583333333;627906977;485745614;485087719;545518411;625;5625;0;395833333;658,1875
"25";"12001015018P0";25;3;0;2005;0;3;12;0;0;0;722222222;447368421;666666667;563541667;599949744;0;0;0;0;877,583333333333
"26";"12001015021P1";26;3;0;2005;0;3;9;0;2;7;333333333;576271186;439153439;292708333;410366573;0;222222222;777777778;333333333;1170,11111111111
"27";"12001015022P8";27;3;0;2006;0;3;8;0;0;0;625;472727273;444444444;378787879;480239899;0;0;0;0;1316,375
"28";"12001015023P4";28;3;0;2006;0;3;16;0;0;0;3125;3;536904762;462083333;402872024;0;0;0;0;658,1875
"29";"12001015024P0";29;3;0;2007;0;3;14;0;0;0;452380952;459459459;587339744;447685185;486716335;0;0;0;0;752,214285714286
"30";"12001015025P7";30;3;0;2007;0;3;15;0;0;0;511111111;421052632;681372549;506349206;529971375;0;0;0;0;702,066666666667
"31";"12001015026P3";31;3;0;2007;0;4;19;0;0;0;333333333;38961039;531746032;44122807;423979456;0;0;0;0;554,263157894737
"32";"12001015027P0";32;3;0;2007;0;3;13;0;0;0;538461538;71875;446924603;638690476;585706654;0;0;0;0;810,076923076923
"33";"12001015029P2";33;3;0;2008;0;4;16;0;0;0;479166667;5;66;508333333;536875;0;0;0;0;658,1875
"34";"12001015032P3";34;3;0;2008;0;3;16;0;0;0;729166667;756756757;526190476;561904762;643504665;0;0;0;0;658,1875
"35";"12001015033P0";35;3;0;2009;0;3;16;7;1;0;729166667;578947368;5;465196078;568327528;4375;625;0;166666667;658,1875
"36";"12001015034P6";36;3;0;2009;0;4;27;1;2;0;62962963;409090909;498550725;510353535;5119062;37037037;74074074;0;37037037;390,037037037037
"37";"12001015035P2";37;3;0;2009;0;3;17;0;0;0;607843137;590361446;493055556;413157895;526104508;0;0;0;0;619,470588235294
"38";"12001015036P9";38;3;0;2009;0;3;12;0;0;0;388888889;491525424;573717949;396666667;462699732;0;0;0;0;877,583333333333
"39";"12001015037P5";39;3;0;2010;0;3;24;0;0;0;416666667;381818182;1;467283951;5664422;0;0;0;0;438,791666666667
"40";"12001015039P8";40;3;0;2013;0;3;12;0;0;0;805555556;692307692;983333333;620833333;775507479;0;0;0;0;877,583333333333
"41";"12001015040P6";41;3;0;2012;0;3;14;0;0;0;523809524;78125;495833333;403070175;550990758;0;0;0;0;752,214285714286
"42";"12001015041P2";42;3;0;2012;0;3;21;0;0;0;619047619;806451613;546328671;500333333;618040309;0;0;0;0;501,47619047619
"43";"12001015042P9";43;3;0;2014;0;3;18;0;1;0;722222222;553571429;1;485984848;690444625;0;55555556;0;18518519;585,055555555556
"44";"12001015064P2";44;3;0;2015;0;3;19;0;0;0;666666667;648648649;1;538157895;713368303;0;0;0;0;554,263157894737
"45";"12001015066P5";45;3;0;2016;0;3;17;0;0;0;568627451;475;722222222;388636364;538621509;0;0;0;0;619,470588235294
"46";"12008010001P9";46;2;0;2002;0;5;25;0;0;0;48;358974359;538715487;494761905;468112938;0;0;0;0;421,24
"47";"12008010002P5";47;2;0;2003;0;3;12;0;0;0;5;392156863;975;425;573039216;0;0;0;0;877,583333333333
"48";"12008010003P1";48;2;0;2003;0;3;15;4;0;1;644444444;575;55;411111111;545138889;266666667;0;66666667;111111111;702,066666666667
"49";"12008010005P4";49;2;0;2011;0;4;10;0;0;0;766666667;433962264;833333333;48452381;629621518;0;0;0;0;1053,1
"50";"12008010007P7";50;2;0;2012;1;3;14;0;0;0;738095238;586956522;659090909;487916667;618014834;0;0;0;0;752,214285714286
"51";"12008010008P3";51;2;0;2013;0;3;15;0;0;2;622222222;76;490675991;463235294;584033377;0;0;133333333;44444444;702,066666666667
"52";"12008010039P6";52;2;0;2015;0;3;15;0;0;0;555555556;526315789;653125;424019608;539753988;0;0;0;0;702,066666666667
"53";"12008010070P0";53;2;0;2016;0;3;16;0;0;0;625;762711864;596813725;462301587;611706794;0;0;0;0;658,1875
"54";"13003011001P6";54;2;0;2012;1;3;14;0;0;0;666666667;425925926;524343186;460555556;519372833;0;0;0;0;752,214285714286
"55";"14001012001P6";55;3;0;2006;0;3;19;0;0;0;736842105;704918033;578947368;513888889;633649099;0;0;0;0;554,263157894737
"56";"14001012004P5";56;3;0;2010;0;3;20;1;0;0;716666667;412371134;572337821;604807692;576545829;5;0;0;16666667;526,55
"57";"14001012005P1";57;3;0;2013;0;3;15;9;1;0;644444444;62745098;586666667;491666667;58755719;6;66666667;0;222222222;702,066666666667
"58";"15001016002P5";58;3;0;1977;0;5;20;0;0;3;766666667;336283186;661210317;500347222;566126848;0;0;15;5;526,55
"59";"15001016003P1";59;3;0;1984;0;4;31;0;0;0;258064516;280701754;552466555;521759259;403248021;0;0;0;0;339,709677419355
"60";"15001016004P8";60;3;0;1986;0;5;20;26;0;4;383333333;230769231;638888889;457440476;427607982;1;0;2;4;526,55
"61";"15001016007P7";61;3;0;1987;0;4;24;7;3;0;194444444;196969697;420454545;485648148;324379209;291666667;125;0;138888889;438,791666666667
"62";"15001016008P3";62;3;0;1987;0;4;29;0;0;0;390804598;192090395;524358974;396388889;375910714;0;0;0;0;363,137931034483
"63";"15001016009P0";63;3;0;1987;0;5;11;0;1;3;303030303;247191011;444480519;331140351;331460546;0;90909091;272727273;121212121;957,363636363636
"64";"15001016010P8";64;3;0;1992;0;3;12;3;7;0;416666667;490566038;450714286;416145833;443523206;25;583333333;0;277777778;877,583333333333
"65";"15001016015P0";65;3;0;1994;0;4;17;0;0;0;529411765;302083333;571701389;588257576;497863516;0;0;0;0;619,470588235294
"66";"15001016016P6";66;3;0;1992;0;4;11;0;0;0;393939394;275862069;467592593;468452381;401461609;0;0;0;0;957,363636363636
"67";"15001016018P9";67;3;0;1994;0;3;17;4;0;0;274509804;386206897;482638889;45625;399901397;235294118;0;0;78431373;619,470588235294
"68";"15001016022P6";68;3;0;1996;0;4;25;0;0;0;333333333;98039216;454185166;439722222;331319984;0;0;0;0;421,24
"69";"15001016027P8";69;3;0;2000;0;3;15;0;0;0;733333333;545454545;585825163;559126984;605935007;0;0;0;0;702,066666666667
"70";"15001016028P4";70;3;0;1999;0;4;21;1;0;0;492063492;372093023;486123512;376602564;431720648;47619048;0;0;15873016;501,47619047619
"71";"15001016030P9";71;3;0;2000;0;4;18;0;0;0;518518519;257575758;497905526;486458333;440114534;0;0;0;0;585,055555555556
"72";"15001016031P5";72;3;0;1999;0;4;11;0;0;1;606060606;231884058;427083333;434027778;424763944;0;0;90909091;3030303;957,363636363636
"73";"15001016032P1";73;3;0;2001;0;6;19;3;1;4;333333333;316666667;532401522;502298851;421175093;157894737;52631579;210526316;140350877;554,263157894737
"74";"15001016033P8";74;3;0;2001;0;4;21;0;0;2;492063492;30952381;547619048;494252874;460864806;0;0;95238095;31746032;501,47619047619
"75";"15001016034P4";75;3;0;2002;0;4;22;0;0;0;454545455;360465116;588235294;41882716;455518256;0;0;0;0;478,681818181818
"76";"15001016035P0";76;3;0;2003;0;4;24;0;1;0;430555556;252873563;546246246;413978495;410913465;0;41666667;0;13888889;438,791666666667
"77";"15001016036P7";77;3;0;1996;0;4;11;0;0;0;454545455;525;599603175;512777778;522981602;0;0;0;0;957,363636363636
"78";"15001016037P3";78;3;0;2002;0;4;14;19;0;1;166666667;111111111;454971875;515686275;312108982;1;0;71428571;357142857;752,214285714286
"79";"15001016039P6";79;3;0;2003;0;3;14;1;1;1;380952381;125;431060606;433333333;34258658;71428571;71428571;71428571;71428571;752,214285714286
"80";"15001016040P4";80;3;0;2004;0;5;23;0;3;0;434782609;315789474;489224664;4875;431824187;0;130434783;0;43478261;457,869565217391
"81";"15001016041P0";81;3;0;2004;0;4;16;0;0;2;354166667;452380952;75;6275;546011905;0;0;125;41666667;658,1875
"82";"15001016042P7";82;3;0;2004;0;4;14;0;0;0;5;415384615;566666667;422916667;476241987;0;0;0;0;752,214285714286
"83";"15001016043P3";83;3;0;2004;0;5;20;0;0;0;433333333;244186047;463353133;382;380718128;0;0;0;0;526,55
"84";"15001016044P0";84;3;0;2004;0;4;28;3;8;0;380952381;255813953;561111111;483095238;420243171;107142857;285714286;0;130952381;376,107142857143
"85";"15001016045P6";85;3;0;2005;0;4;14;0;0;2;666666667;222222222;529166667;485;475763889;0;0;142857143;47619048;752,214285714286
"86";"15001016046P2";86;3;0;2005;0;4;19;0;0;0;649122807;465517241;578104575;475724638;542117315;0;0;0;0;554,263157894737
"87";"15001016047P9";87;3;0;2005;0;4;20;0;0;3;366666667;410526316;626190476;354545455;439482228;0;0;15;5;526,55
"88";"15001016049P1";88;3;0;2006;0;3;17;9;0;0;470588235;553191489;614285714;531818182;542470905;529411765;0;0;176470588;619,470588235294
"89";"15001016050P0";89;3;0;2006;0;4;12;0;0;2;5;509433962;575;393333333;494441824;0;0;166666667;55555556;877,583333333333
"90";"15001016051P6";90;3;0;2006;0;4;16;7;1;1;520833333;264705882;403333333;415196078;401017157;4375;625;625;1875;658,1875
"91";"15001016052P2";91;3;0;2007;0;4;19;0;0;0;578947368;3125;552831403;455555556;474958582;0;0;0;0;554,263157894737
"92";"15001016053P9";92;3;0;2008;0;3;9;0;0;0;555555556;653061224;6;496794872;576352913;0;0;0;0;1170,11111111111
"93";"15001016055P1";93;3;0;2009;0;4;18;0;2;0;685185185;494382022;732222222;351893939;565920842;0;111111111;0;37037037;585,055555555556
"94";"15001016057P4";94;3;0;2009;0;4;14;0;0;0;404761905;642857143;461242005;474122807;495745965;0;0;0;0;752,214285714286
"95";"15001016059P7";95;3;0;2008;1;4;15;1;1;0;844444444;609195402;619588123;508333333;645390326;66666667;66666667;0;44444444;702,066666666667
"96";"15001016060P5";96;3;0;2010;0;4;18;0;2;0;62962963;513513514;563043478;427083333;533317489;0;111111111;0;37037037;585,055555555556
"97";"15001016062P8";97;3;0;2010;0;3;15;0;0;0;777777778;277777778;559861111;439814815;51380787;0;0;0;0;702,066666666667
"98";"15001016063P4";98;3;0;2010;0;3;13;1;0;0;666666667;347826087;57878712;398076923;497839199;76923077;0;0;25641026;810,076923076923
"99";"15001016064P0";99;3;0;2011;1;3;23;0;0;0;449275362;283783784;623737374;520138889;469233852;0;0;0;0;457,869565217391
"100";"15001016065P7";100;3;0;2011;1;3;15;0;0;0;6;58;688020833;442083333;577526042;0;0;0;0;702,066666666667
"101";"15001016066P3";101;3;0;2011;0;3;12;0;0;0;416666667;386363636;944444444;463095238;552642496;0;0;0;0;877,583333333333
"102";"15001016067P0";102;3;0;2011;0;3;22;0;0;0;53030303;409090909;720238095;558333333;554491342;0;0;0;0;478,681818181818
"103";"15001016068P6";103;3;0;2011;0;4;18;5;0;3;574074074;548387097;586538056;430434783;534858502;277777778;0;166666667;148148148;585,055555555556
"104";"15001016070P0";104;3;0;2011;0;3;9;0;0;0;296296296;733333333;1;516025641;636413818;0;0;0;0;1170,11111111111
"105";"15001016071P7";105;3;0;2011;0;4;22;0;0;3;46969697;379310345;535974837;455128205;460027589;0;0;136363636;45454545;478,681818181818
"106";"15001016072P3";106;3;0;2012;1;3;15;0;0;0;533333333;567164179;610119048;511666667;555570807;0;0;0;0;702,066666666667
"107";"15001016073P0";107;3;0;2012;1;3;14;1;0;0;833333333;625;75;471568627;66997549;71428571;0;0;23809524;752,214285714286
"108";"15001016075P2";108;3;0;2013;1;3;17;5;0;0;470588235;324909747;485726496;507142857;447091834;294117647;0;0;98039216;619,470588235294
"109";"15001016076P9";109;3;0;2012;1;3;14;5;5;0;452380952;385093168;707222222;532017544;519178472;357142857;357142857;0;238095238;752,214285714286
"110";"15001016077P5";110;3;0;2013;1;4;20;0;5;0;433333333;703703704;6;538194444;56880787;0;25;0;83333333;526,55
"111";"15001016078P1";111;3;0;2014;1;4;23;0;3;1;449275362;53030303;530092593;5475;514292746;0;130434783;43478261;57971014;457,869565217391
"112";"15001016079P8";112;3;0;2014;0;3;12;1;0;0;861111111;46969697;608695652;441666667;5952926;83333333;0;0;27777778;877,583333333333
"113";"15001016080P6";113;3;0;2015;1;3;10;1;0;0;733333333;7;625;431349206;622420635;1;0;0;33333333;1053,1
"114";"15001016081P2";114;3;0;2014;0;3;16;0;0;0;645833333;583333333;672619048;413888889;578918651;0;0;0;0;658,1875
"115";"15001016082P9";115;3;0;2014;0;3;17;0;0;0;470588235;37804878;1;451315789;574988201;0;0;0;0;619,470588235294
"116";"15001016084P1";116;3;0;2014;0;3;16;0;2;0;458333333;585365854;5;502777778;511619241;0;125;0;41666667;658,1875
"117";"15001016085P8";117;3;0;2015;0;3;10;1;0;0;6;694444444;1;447727273;685542929;1;0;0;33333333;1053,1
"118";"15001016086P4";118;3;0;2015;0;3;17;3;0;0;392156863;821428571;611111111;548809524;593376517;176470588;0;0;58823529;619,470588235294
"119";"15001016089P3";119;3;0;2016;0;3;22;0;0;0;46969697;387096774;792013889;405128205;513483959;0;0;0;0;478,681818181818
"120";"15001016091P8";120;3;0;2016;0;3;14;0;0;0;619047619;524590164;651098901;430555556;55632306;0;0;0;0;752,214285714286
"121";"15002012001P5";121;3;0;1995;0;4;18;0;0;0;425925926;285714286;458360172;400416667;392604263;0;0;0;0;585,055555555556
"122";"15002012005P0";122;3;0;2010;0;3;11;0;0;0;666666667;684210526;647321429;413461538;60291504;0;0;0;0;957,363636363636
"123";"15002012006P7";123;3;0;2010;0;3;18;0;0;0;462962963;15;376515152;421969697;352861953;0;0;0;0;585,055555555556
"124";"15002012007P3";124;3;0;2012;0;3;11;1;0;0;696969697;823529412;551923077;469444444;635466658;90909091;0;0;3030303;957,363636363636
"125";"15002012008P0";125;3;0;2013;0;4;12;0;0;2;611111111;14;558501684;349404762;414754389;0;0;166666667;55555556;877,583333333333
"126";"15004015004P7";126;4;1;2007;0;3;9;0;1;0;925925926;1;730769231;419166667;768965456;0;111111111;0;37037037;1170,11111111111
"127";"15004015005P3";127;4;1;2009;0;4;12;0;1;0;805555556;434782609;646537162;371111111;564496609;0;83333333;0;27777778;877,583333333333
"128";"15004015006P0";128;4;1;2009;0;3;11;0;0;0;787878788;518518519;533333333;536111111;593960438;0;0;0;0;957,363636363636
"129";"15004015007P6";129;4;1;2014;0;3;10;0;0;0;366666667;328947368;533333333;402777778;407931287;0;0;0;0;1053,1
"130";"15006018001P0";130;2;0;2005;0;3;17;0;0;0;529411765;322222222;530905906;399537037;445519232;0;0;0;0;619,470588235294
"131";"15006018002P7";131;2;0;2009;0;4;20;0;3;0;533333333;367346939;496996337;570277778;491988597;0;15;0;5;526,55
"132";"15006018005P6";132;2;0;2011;0;3;12;0;0;0;833333333;857142857;722222222;518055556;732688492;0;0;0;0;877,583333333333
"133";"15006018006P2";133;2;0;2012;1;3;15;0;3;2;733333333;392857143;828125;47037037;606171462;0;2;133333333;111111111;702,066666666667
"134";"15006018007P9";134;2;0;2014;1;3;14;0;1;0;595238095;26984127;712698413;471428571;512301587;0;71428571;0;23809524;752,214285714286
"135";"15010015001P4";135;3;0;2012;0;3;12;0;2;0;527777778;578947368;490384615;550438596;53688709;0;166666667;0;55555556;877,583333333333
"136";"15010015002P0";136;3;0;2009;0;3;19;1;1;0;649122807;78;530573593;516049383;618936446;52631579;52631579;0;35087719;554,263157894737
"137";"15010015003P7";137;3;0;2013;0;4;19;1;0;0;877192982;543859649;645549058;480864198;636866472;52631579;0;0;1754386;554,263157894737
"138";"15010015004P3";138;3;0;2013;0;3;19;2;0;0;754385965;516666667;561111111;478703704;577716862;105263158;0;0;35087719;554,263157894737
"139";"15010015005P0";139;3;0;2014;0;3;15;0;0;0;511111111;449275362;764912281;536842105;565535215;0;0;0;0;702,066666666667
"140";"15025012001P8";140;3;0;2012;0;3;14;0;0;1;714285714;846153846;625;497916667;670839057;0;0;71428571;23809524;752,214285714286
"141";"15027007039P2";141;3;0;2015;0;4;15;0;0;0;4;333333333;584375;363235294;420235907;0;0;0;0;702,066666666667
"142";"16003012001P4";142;3;0;2003;0;4;17;0;0;0;62745098;532258065;509285714;392333333;515332023;0;0;0;0;619,470588235294
"143";"16003012002P0";143;3;0;2006;0;4;13;0;0;1;384615385;166666667;451410256;3625;341298077;0;0;76923077;25641026;810,076923076923
"144";"16003012003P7";144;3;0;2006;0;4;16;3;3;0;458333333;46;451633444;383333333;438325028;1875;1875;0;125;658,1875
"145";"16003012004P3";145;3;0;2007;0;4;16;0;0;1;75;659574468;606751337;523412698;634934626;0;0;625;20833333;658,1875
"146";"16003012005P0";146;3;0;2008;0;3;10;3;0;0;8;636363636;625;359375;605184659;3;0;0;1;1053,1
"147";"16003012006P6";147;3;0;2008;0;3;12;0;0;0;611111111;65625;598505435;507212885;593269858;0;0;0;0;877,583333333333
"148";"16003012007P2";148;3;0;2007;1;3;13;3;1;1;897435897;490196078;599013158;604487179;647783078;230769231;76923077;76923077;128205128;810,076923076923
"149";"16003012008P9";149;3;0;2010;0;4;19;0;0;0;49122807;195652174;519444444;510714286;429259744;0;0;0;0;554,263157894737
"150";"16003012009P5";150;3;0;2011;0;3;16;0;0;0;375;666666667;527777778;429166667;499652778;0;0;0;0;658,1875
"151";"16003012010P3";151;3;0;2011;1;3;9;2;0;1;925925926;677419355;9;492361111;748926598;222222222;0;111111111;111111111;1170,11111111111
"152";"16003012012P6";152;3;0;2012;0;3;13;4;0;0;769230769;673913043;75;503125;674067203;307692308;0;0;102564103;810,076923076923
"153";"16003012013P2";153;3;0;2012;0;3;7;0;0;0;666666667;558823529;992063492;355555556;643277311;0;0;0;0;1504,42857142857
"154";"16003012014P9";154;3;0;2012;1;3;11;0;0;8;666666667;660714286;733333333;430952381;622916667;0;0;727272727;242424242;957,363636363636
"155";"16003012015P5";155;3;0;2013;1;3;13;0;0;1;564102564;46031746;53907563;406862745;4925896;0;0;76923077;25641026;810,076923076923
"156";"16003012016P1";156;3;0;2013;0;3;12;2;2;4;666666667;676470588;531746032;423076923;574490052;166666667;166666667;333333333;222222222;877,583333333333
"157";"16003012017P8";157;3;0;2013;1;3;14;0;0;2;714285714;441176471;701923077;470175439;581890175;0;0;142857143;47619048;752,214285714286
"158";"16003012156P8";158;3;0;2015;0;3;14;0;0;0;452380952;611111111;580368906;530882353;543685831;0;0;0;0;752,214285714286
"159";"16003012158P0";159;3;0;2015;0;3;14;0;0;0;476190476;648148148;813415751;460964912;599679822;0;0;0;0;752,214285714286
"160";"16003012159P7";160;3;0;2015;0;3;28;0;0;3;607142857;425287356;592613636;461781609;521706365;0;0;107142857;35714286;376,107142857143
"161";"16003012161P1";161;3;0;2016;0;3;10;0;0;0;766666667;604651163;6;503846154;618790996;0;0;0;0;1053,1
"162";"20001010003P6";162;3;0;1993;0;6;20;0;0;0;55;694444444;428108747;413580247;52153336;0;0;0;0;526,55
"163";"20001010004P2";163;3;0;1995;0;3;15;5;0;0;377777778;581395349;511904762;365740741;459204657;333333333;0;0;111111111;702,066666666667
"164";"20001010005P9";164;3;0;1995;0;4;16;0;0;0;395833333;590909091;527777778;5;503630051;0;0;0;0;658,1875
"165";"20001010006P5";165;3;0;1996;0;3;15;3;0;0;711111111;702702703;507941176;638157895;639978221;2;0;0;66666667;702,066666666667
"166";"20001010008P8";166;3;0;1988;0;3;17;0;0;0;411764706;328571429;440689793;444736842;406440692;0;0;0;0;619,470588235294
"167";"20001010009P4";167;3;0;1999;0;4;31;11;5;0;548387097;234375;462557234;534302326;444905414;35483871;161290323;0;172043011;339,709677419355
"168";"20001010011P9";168;3;0;2003;0;4;15;0;0;0;622222222;542857143;4875;387698413;510069444;0;0;0;0;702,066666666667
"169";"20001010012P5";169;3;0;2005;0;3;18;7;0;1;759259259;580645161;481182796;471014493;573025427;388888889;0;55555556;148148148;585,055555555556
"170";"20001010013P1";170;3;0;2005;0;4;12;0;0;0;138888889;4;302828325;508333333;337512637;0;0;0;0;877,583333333333
"171";"20001010014P8";171;3;0;2005;0;3;23;15;0;33;623188406;405063291;487238001;49683908;503082195;652173913;0;1;550724638;457,869565217391
"172";"20001010015P4";172;3;0;2007;0;4;12;0;0;0;638888889;264705882;315333252;532894737;43795569;0;0;0;0;877,583333333333
"173";"20001010017P7";173;3;0;2008;0;4;15;2;0;22;266666667;117647059;437766411;437962963;315010775;133333333;0;1;377777778;702,066666666667
"174";"20001010019P0";174;3;0;2010;0;3;12;0;0;0;166666667;923076923;958333333;734848485;695731352;0;0;0;0;877,583333333333
"175";"20001010020P8";175;3;0;2010;0;3;19;0;0;0;789473684;59375;507839661;498958333;59750542;0;0;0;0;554,263157894737
"176";"20001010021P4";176;3;0;2011;0;3;12;0;0;0;583333333;928571429;972222222;507777778;74797619;0;0;0;0;877,583333333333
"177";"20001010022P0";177;3;0;2011;0;3;13;0;0;0;461538462;543859649;477471807;404901961;47194297;0;0;0;0;810,076923076923
"178";"20001010023P7";178;3;0;2011;1;4;11;7;0;0;575757576;733333333;65;448684211;60194378;636363636;0;0;212121212;957,363636363636
"179";"20001010024P3";179;3;0;2011;0;3;14;0;0;0;380952381;34;833333333;407291667;490394345;0;0;0;0;752,214285714286
"180";"20001010025P0";180;3;0;2011;0;3;15;0;0;0;533333333;454545455;65530303;434259259;519360269;0;0;0;0;702,066666666667
"181";"20001010026P6";181;3;0;2012;0;3;12;1;0;0;555555556;685714286;460301939;373529412;518775298;83333333;0;0;27777778;877,583333333333
"182";"20001010027P2";182;3;0;2012;0;3;14;0;0;0;5;568627451;619047619;539912281;556896838;0;0;0;0;752,214285714286
"183";"20001010028P9";183;3;0;2012;0;3;11;1;0;1;909090909;736842105;561111111;573809524;695213412;90909091;0;90909091;60606061;957,363636363636
"184";"20001010029P5";184;3;0;2012;0;3;10;0;0;0;533333333;351351351;6;407051282;472933992;0;0;0;0;1053,1
"185";"20001010031P0";185;3;0;2013;0;3;14;1;0;0;285714286;724137931;45996732;392948718;465692064;71428571;0;0;23809524;752,214285714286
"186";"20001010032P6";186;3;0;2015;0;3;18;0;0;0;444444444;622222222;611111111;506862745;546160131;0;0;0;0;585,055555555556
"187";"20001010041P5";187;3;0;2016;1;3;19;0;0;0;649122807;450704225;1;479365079;644798028;0;0;0;0;554,263157894737
"188";"20001010042P1";188;3;0;2016;0;3;14;0;0;0;666666667;628571429;64047619;473684211;602349624;0;0;0;0;752,214285714286
"189";"20001010043P8";189;3;0;2016;0;3;16;1;0;0;583333333;59375;683333333;496052632;589117325;625;0;0;20833333;658,1875
"190";"20002017001P0";190;2;0;1996;0;4;13;0;0;0;615384615;277777778;431879205;508823529;458466282;0;0;0;0;810,076923076923
"191";"20002017002P6";191;2;0;2006;0;3;14;0;0;0;523809524;553191489;537439614;451851852;51657312;0;0;0;0;752,214285714286
"192";"20002017003P2";192;2;0;2010;0;3;12;0;0;0;833333333;840909091;545454545;647058824;716688948;0;0;0;0;877,583333333333
"193";"20002017004P9";193;2;0;2011;1;3;14;1;0;4;571428571;53030303;666666667;466666667;558766234;71428571;0;285714286;119047619;752,214285714286
"194";"20002017005P5";194;2;0;2012;1;3;15;0;1;0;4;153846154;623188406;377083333;388529473;0;66666667;0;22222222;702,066666666667
"195";"20002017007P8";195;2;0;2013;0;3;13;0;0;1;512820513;80952381;644042232;399019608;591351541;0;0;76923077;25641026;810,076923076923
"196";"20002017008P4";196;2;0;2014;1;3;16;0;0;0;25;450980392;536790216;39625;408505152;0;0;0;0;658,1875
"197";"20002017009P0";197;2;0;2014;0;3;11;0;0;0;878787879;80952381;523358586;477777778;672362013;0;0;0;0;957,363636363636
"198";"20002017010P9";198;2;0;2014;0;3;16;0;0;0;541666667;605263158;524390244;408333333;51991335;0;0;0;0;658,1875
"199";"20002017039P7";199;2;0;2015;0;3;13;0;0;0;230769231;707317073;481225296;552777778;493022345;0;0;0;0;810,076923076923
"200";"20002017040P5";200;2;0;2016;0;3;12;0;0;0;305555556;627906977;524074074;324305556;44546054;0;0;0;0;877,583333333333
"201";"20009011001P4";201;4;1;2007;0;3;14;2;0;0;357142857;7;416666667;441071429;478720238;142857143;0;0;47619048;752,214285714286
"202";"20009011002P0";202;4;1;2008;0;3;9;10;2;0;555555556;807692308;503333333;602777778;617339744;1;222222222;0;407407407;1170,11111111111
"203";"20009011003P7";203;4;1;2013;1;3;13;0;0;0;743589744;512195122;666666667;504487179;606734678;0;0;0;0;810,076923076923
